baseline_owner_module	baseline_declaration_name	visibility	kind	baseline_order	destination_module	route_class	normalization_decision
NumStability.Source.Higham.Chapter13.Equation23	NumStability.Higham13BlockLUBudgetChain.exists_blockLUFact_eq13_23_product	public	theorem	1	NumStability.Source.Higham.Chapter13.Equation23.ProductBounds.PointRow	source	preserve_public_name
NumStability.Source.Higham.Chapter13.Equation23	NumStability.Higham13BlockLUBudgetChain.exists_blockLUFact_eq13_23_product_exact_kappa	public	theorem	2	NumStability.Source.Higham.Chapter13.Equation23.ProductBounds.PointRow	source	preserve_public_name
NumStability.Source.Higham.Chapter13.Equation23	NumStability.higham13_eq13_23_point_row_from_growth	public	theorem	3	NumStability.Source.Higham.Chapter13.Equation23.ProductBounds.PointRow	source	preserve_public_name
NumStability.Source.Higham.Chapter13.Equation25	NumStability.higham13_eq13_25_implementation1_spd_family_from_partitioned_computation	public	theorem	1	NumStability.Source.Higham.Chapter13.Equation25.PartitionedComputation.Implementation1	source	preserve_public_name
NumStability.Source.Higham.Chapter13.Equation25	NumStability.spd_backward_error_bound	public	theorem	2	NumStability.Source.Higham.Chapter13.Equation25.BackwardError.Bounds	source	preserve_public_name
NumStability.Source.Higham.Chapter13.Equation25	NumStability.spd_backward_error_bound_higham_13_25	public	theorem	3	NumStability.Source.Higham.Chapter13.Equation25.BackwardError.Bounds	source	preserve_public_name
NumStability.Source.Higham.Chapter13.Table01	NumStability.block_lu_stability_block_diagDom_col	public	theorem	1	NumStability.Source.Higham.Chapter13.Table01.DiagonalDominance.Bounds	source	preserve_public_name
NumStability.Source.Higham.Chapter13.Table01	NumStability.block_lu_stability_block_diagDom_row	public	theorem	2	NumStability.Source.Higham.Chapter13.Table01.DiagonalDominance.Bounds	source	preserve_public_name
NumStability.Source.Higham.Chapter13.Table01	NumStability.block_lu_stability_point_diagDom_col	public	theorem	3	NumStability.Source.Higham.Chapter13.Table01.DiagonalDominance.Bounds	source	preserve_public_name
NumStability.Source.Higham.Chapter13.Table01	NumStability.block_lu_stability_point_diagDom_row	public	theorem	4	NumStability.Source.Higham.Chapter13.Table01.DiagonalDominance.Bounds	source	preserve_public_name
NumStability.Source.Higham.Chapter13.Table01	NumStability.block_lu_stability_spd	public	theorem	5	NumStability.Source.Higham.Chapter13.Table01.DiagonalDominance.Bounds	source	preserve_public_name
NumStability.Source.Higham.Chapter13.Table01	NumStability.higham13_col_bdd_infNorm_stability_bound	public	theorem	6	NumStability.Source.Higham.Chapter13.Table01.DiagonalDominance.Bounds	source	preserve_public_name
NumStability.Source.Higham.Chapter13.Table01	NumStability.higham13_col_bdd_oneNorm_stability_bound	public	theorem	7	NumStability.Source.Higham.Chapter13.Table01.DiagonalDominance.Bounds	source	preserve_public_name
NumStability.Source.Higham.Chapter13.Table01	NumStability.higham13_col_bdd_stability_bound	public	theorem	8	NumStability.Source.Higham.Chapter13.Table01.DiagonalDominance.Bounds	source	preserve_public_name
NumStability.Source.Higham.Chapter13.Table01	NumStability.higham13_rowdom_largeL_A	public	definition	9	NumStability.Source.Higham.Chapter13.Table01.DiagonalDominance.Bounds	source	preserve_public_name
NumStability.Source.Higham.Chapter13.Table01	NumStability.higham13_rowdom_largeL_L	public	definition	10	NumStability.Source.Higham.Chapter13.Table01.DiagonalDominance.Bounds	source	preserve_public_name
NumStability.Source.Higham.Chapter13.Table01	NumStability.higham13_rowdom_largeL_U	public	definition	11	NumStability.Source.Higham.Chapter13.Table01.DiagonalDominance.Bounds	source	preserve_public_name
