old_private	new_private	destination_module
_private.NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure.0.NumStability.higham10_30_borderedRealMatrix	_private.NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds.0.NumStability.higham10_30_borderedRealMatrix	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds
_private.NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure.0.NumStability.higham10_30_bordered_inverse_energy_lt	_private.NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds.0.NumStability.higham10_30_bordered_inverse_energy_lt	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds
_private.NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure.0.NumStability.higham10_30_complexBlockSchur_re_im_posDef	_private.NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds.0.NumStability.higham10_30_complexBlockSchur_re_im_posDef	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds
_private.NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure.0.NumStability.higham10_30_complexEnergy_im_fintype	_private.NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds.0.NumStability.higham10_30_complexEnergy_im_fintype	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds
_private.NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure.0.NumStability.higham10_30_complexEnergy_re_fintype	_private.NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds.0.NumStability.higham10_30_complexEnergy_re_fintype	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds
_private.NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure.0.NumStability.higham10_30_complexGammaCounterA	_private.NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds.0.NumStability.higham10_30_complexGammaCounterA	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds
_private.NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure.0.NumStability.higham10_30_complexGammaCounterB	_private.NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds.0.NumStability.higham10_30_complexGammaCounterB	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds
_private.NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure.0.NumStability.higham10_30_complexGammaCounterB_spd	_private.NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds.0.NumStability.higham10_30_complexGammaCounterB_spd	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds
_private.NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure.0.NumStability.higham10_30_complexGammaCounterC	_private.NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds.0.NumStability.higham10_30_complexGammaCounterC	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds
_private.NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure.0.NumStability.higham10_30_complexGammaCounterC_spd	_private.NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds.0.NumStability.higham10_30_complexGammaCounterC_spd	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds
_private.NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure.0.NumStability.higham10_30_complexGammaCounterFP	_private.NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds.0.NumStability.higham10_30_complexGammaCounterFP	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds
_private.NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure.0.NumStability.higham10_30_complexGammaCounter_L10	_private.NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds.0.NumStability.higham10_30_complexGammaCounter_L10	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds
_private.NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure.0.NumStability.higham10_30_complexGammaCounter_U00	_private.NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds.0.NumStability.higham10_30_complexGammaCounter_U00	NumStability.Source.Higham.Chapter10.Equation30.ComplexPositiveDefinite.NoPivotLU.SourceBounds
