baseline_owner_module	baseline_declaration_name	visibility	kind	baseline_order	destination_module	route_class	normalization_decision
NumStability.Algorithms.LinearSystems.QR.HouseholderApplySupport	NumStability.coxHigham_exactSignedPivotPanelStep_active_block_bound_of_stage_bound	public	theorem	1	NumStability.Algorithms.LinearSystems.QR.Householder.PanelApplication	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderApplySupport	NumStability.coxHigham_exactSignedPivotPanelStep_active_entry_bound_of_stage_bounds	public	theorem	2	NumStability.Algorithms.LinearSystems.QR.Householder.PanelApplication	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderApplySupport	NumStability.coxHigham_exactSignedPivotPanel_sequence_active_block_bound_of_geometric_stage_budgets	public	theorem	3	NumStability.Algorithms.LinearSystems.QR.Householder.PanelApplication	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderApplySupport	NumStability.coxHigham_exactSignedPivotPanel_sequence_active_block_bound_of_initial_block_bound	public	theorem	4	NumStability.Algorithms.LinearSystems.QR.Householder.PanelApplication	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderApplySupport	NumStability.coxHigham_exactSignedPivotPanel_sequence_active_block_bound_of_initial_block_bound_of_active_block_nonzero	public	theorem	5	NumStability.Algorithms.LinearSystems.QR.Householder.PanelApplication	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderApplySupport	NumStability.coxHigham_exactSignedPivotPanel_sequence_active_block_bound_of_initial_block_bound_of_active_block_norm_pos	public	theorem	6	NumStability.Algorithms.LinearSystems.QR.Householder.PanelApplication	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderApplySupport	NumStability.coxHigham_exactSignedPivotPanel_sequence_active_block_bound_of_initial_block_bound_of_active_max_pivot	public	theorem	7	NumStability.Algorithms.LinearSystems.QR.Householder.PanelApplication	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderApplySupport	NumStability.coxHigham_exactSignedPivotPanel_sequence_active_block_bound_of_initial_block_bound_of_swapped_active_max_pivot	public	theorem	8	NumStability.Algorithms.LinearSystems.QR.Householder.PanelApplication	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderApplySupport	NumStability.coxHigham_exactSignedPivotPanel_sequence_active_block_bound_of_initial_block_bound_of_swapped_active_max_pivot_of_raw_active_block_norm_pos	public	theorem	9	NumStability.Algorithms.LinearSystems.QR.Householder.PanelApplication	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderApplySupport	NumStability.coxHigham_exactSignedPivotPanel_sequence_active_block_bound_of_stage_budgets	public	theorem	10	NumStability.Algorithms.LinearSystems.QR.Householder.PanelApplication	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderApplySupport	NumStability.coxHigham_exactSignedPivotPanel_sequence_active_entry_bound_of_geometric_stage_budgets	public	theorem	11	NumStability.Algorithms.LinearSystems.QR.Householder.PanelApplication	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderApplySupport	NumStability.coxHigham_exactSignedPivotPanel_sequence_active_entry_bound_of_stage_budgets	public	theorem	12	NumStability.Algorithms.LinearSystems.QR.Householder.PanelApplication	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderApplySupport	NumStability.coxHigham_exact_same_reflector_row_growth_of_signed_pivot_row_bound	public	theorem	13	NumStability.Algorithms.LinearSystems.QR.Householder.PanelApplication	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderApplySupport	NumStability.coxHigham_exact_signed_pivot_active_row_entry_bound_of_stage_bounds	public	theorem	14	NumStability.Algorithms.LinearSystems.QR.Householder.PanelApplication	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderApplySupport	NumStability.coxHigham_storedPanelStep_active_entry_bound_of_exact_growth	public	theorem	15	NumStability.Algorithms.LinearSystems.QR.Householder.PanelApplication	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderApplySupport	NumStability.coxHigham_storedPanelStep_active_entry_bound_of_exact_growth_factor	public	theorem	16	NumStability.Algorithms.LinearSystems.QR.Householder.PanelApplication	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderApplySupport	NumStability.coxHigham_storedPanelStep_active_entry_bound_of_exact_stage_budget_factor	public	theorem	17	NumStability.Algorithms.LinearSystems.QR.Householder.PanelApplication	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderApplySupport	NumStability.coxHigham_storedPanelStep_active_entry_bound_of_signed_pivot_stage_bounds	public	theorem	18	NumStability.Algorithms.LinearSystems.QR.Householder.PanelApplication	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderApplySupport	NumStability.coxHigham_storedPanelStep_row_error_recurrence_of_exact_lipschitz	public	theorem	19	NumStability.Algorithms.LinearSystems.QR.Householder.PanelApplication	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderApplySupport	NumStability.coxHigham_storedPanel_sequence_active_block_bound_of_signed_pivot_stage_bounds	public	theorem	20	NumStability.Algorithms.LinearSystems.QR.Householder.PanelApplication	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderApplySupport	NumStability.coxHigham_storedPanel_sequence_active_entry_bound_of_exact_active_growth	public	theorem	21	NumStability.Algorithms.LinearSystems.QR.Householder.PanelApplication	reusable	approved_owner_block_route
NumStability.Algorithms.LinearSystems.QR.HouseholderApplySupport	NumStability.coxHigham_storedPanel_sequence_active_entry_bound_of_exact_active_stage_budgets	public	theorem	22	NumStability.Algorithms.LinearSystems.QR.Householder.PanelApplication	reusable	approved_owner_block_route
