old_private	new_private	destination_module
_private.NumStability.Algorithms.Ch15CondEstimators.0.NumStability.Ch15.linpackYSteps_solves	_private.NumStability.Source.Higham.Chapter15.Algorithm05.LINPACKConditionEstimator.InverseNormBound.TriangularSolve.0.NumStability.Ch15.linpackYSteps_solves	NumStability.Source.Higham.Chapter15.Algorithm05.LINPACKConditionEstimator.InverseNormBound.TriangularSolve
_private.NumStability.Algorithms.Ch15CondEstimators.0.NumStability.Ch15.linpackYSteps_stable	_private.NumStability.Source.Higham.Chapter15.Algorithm05.LINPACKConditionEstimator.InverseNormBound.TriangularSolve.0.NumStability.Ch15.linpackYSteps_stable	NumStability.Source.Higham.Chapter15.Algorithm05.LINPACKConditionEstimator.InverseNormBound.TriangularSolve
_private.NumStability.Algorithms.Ch15CondEstimators.0.NumStability.Ch15.linpackYSteps_value_at	_private.NumStability.Source.Higham.Chapter15.Algorithm05.LINPACKConditionEstimator.InverseNormBound.TriangularSolve.0.NumStability.Ch15.linpackYSteps_value_at	NumStability.Source.Higham.Chapter15.Algorithm05.LINPACKConditionEstimator.InverseNormBound.TriangularSolve
_private.NumStability.Algorithms.Ch15CondEstimators.0.NumStability.Ch15.matMulVec_upperTri_split	_private.NumStability.Source.Higham.Chapter15.Algorithm05.LINPACKConditionEstimator.InverseNormBound.TriangularSolve.0.NumStability.Ch15.matMulVec_upperTri_split	NumStability.Source.Higham.Chapter15.Algorithm05.LINPACKConditionEstimator.InverseNormBound.TriangularSolve
_private.NumStability.Algorithms.HighamChapter15BoydConcreteLemma3.0.NumStability.Ch15.boyd_weight_exponents_cancel	_private.NumStability.Source.Higham.Chapter15.Section02.Boyd.LocalConvergence.ConstrainedLagrangian.Differentiation.0.NumStability.Ch15.boyd_weight_exponents_cancel	NumStability.Source.Higham.Chapter15.Section02.Boyd.LocalConvergence.ConstrainedLagrangian.Differentiation
_private.NumStability.Algorithms.HighamChapter15BoydConcreteLemma3.0.NumStability.Ch15.hasDerivAt_abs_rpow_affine	_private.NumStability.Source.Higham.Chapter15.Section02.Boyd.LocalConvergence.ConstrainedLagrangian.Differentiation.0.NumStability.Ch15.hasDerivAt_abs_rpow_affine	NumStability.Source.Higham.Chapter15.Section02.Boyd.LocalConvergence.ConstrainedLagrangian.Differentiation
_private.NumStability.Algorithms.HighamChapter15BoydConcreteLemma3.0.NumStability.Ch15.hasDerivAt_gradientFactor_affine	_private.NumStability.Source.Higham.Chapter15.Section02.Boyd.LocalConvergence.ConstrainedLagrangian.Differentiation.0.NumStability.Ch15.hasDerivAt_gradientFactor_affine	NumStability.Source.Higham.Chapter15.Section02.Boyd.LocalConvergence.ConstrainedLagrangian.Differentiation
_private.NumStability.Algorithms.HighamChapter15BoydScalar.0.NumStability.Ch15.scalarBasis	_private.NumStability.Source.Higham.Chapter15.Section02.Boyd.GlobalConvergence.ScalarCase.Iteration.0.NumStability.Ch15.scalarBasis	NumStability.Source.Higham.Chapter15.Section02.Boyd.GlobalConvergence.ScalarCase.Iteration
_private.NumStability.Algorithms.HighamChapter15BoydSourceSecondDerivative.0.NumStability.Ch15.hasDerivAt_gradientFactor_affine_of_ne	_private.NumStability.Source.Higham.Chapter15.Section02.Boyd.SourceDomain.SecondDerivative.Rowwise.0.NumStability.Ch15.hasDerivAt_gradientFactor_affine_of_ne	NumStability.Source.Higham.Chapter15.Section02.Boyd.SourceDomain.SecondDerivative.Rowwise
_private.NumStability.Algorithms.HighamChapter15BoydSourceSecondDerivative.0.NumStability.Ch15.hasDerivAt_gradientFactor_affine_of_two_le	_private.NumStability.Source.Higham.Chapter15.Section02.Boyd.SourceDomain.SecondDerivative.Rowwise.0.NumStability.Ch15.hasDerivAt_gradientFactor_affine_of_two_le	NumStability.Source.Higham.Chapter15.Section02.Boyd.SourceDomain.SecondDerivative.Rowwise
_private.NumStability.Algorithms.HighamChapter15RectTermination.0.NumStability.RectPNormPair.infinityNPlusOneCounterexampleX1	_private.NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace.0.NumStability.RectPNormPair.infinityNPlusOneCounterexampleX1	NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace
_private.NumStability.Algorithms.HighamChapter15RectTermination.0.NumStability.RectPNormPair.infinityNPlusOneCounterexampleX2	_private.NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace.0.NumStability.RectPNormPair.infinityNPlusOneCounterexampleX2	NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace
_private.NumStability.Algorithms.HighamChapter15RectTermination.0.NumStability.RectPNormPair.infinityNPlusOneCounterexampleX3	_private.NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace.0.NumStability.RectPNormPair.infinityNPlusOneCounterexampleX3	NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace
_private.NumStability.Algorithms.HighamChapter15RectTermination.0.NumStability.RectPNormPair.infinityNPlusOneCounterexampleX4	_private.NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace.0.NumStability.RectPNormPair.infinityNPlusOneCounterexampleX4	NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace
_private.NumStability.Algorithms.HighamChapter15RectTermination.0.NumStability.RectPNormPair.infinityNPlusOneCounterexampleY0	_private.NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace.0.NumStability.RectPNormPair.infinityNPlusOneCounterexampleY0	NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace
_private.NumStability.Algorithms.HighamChapter15RectTermination.0.NumStability.RectPNormPair.infinityNPlusOneCounterexampleY1	_private.NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace.0.NumStability.RectPNormPair.infinityNPlusOneCounterexampleY1	NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace
_private.NumStability.Algorithms.HighamChapter15RectTermination.0.NumStability.RectPNormPair.infinityNPlusOneCounterexampleY2	_private.NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace.0.NumStability.RectPNormPair.infinityNPlusOneCounterexampleY2	NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace
_private.NumStability.Algorithms.HighamChapter15RectTermination.0.NumStability.RectPNormPair.infinityNPlusOneCounterexampleY3	_private.NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace.0.NumStability.RectPNormPair.infinityNPlusOneCounterexampleY3	NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace
_private.NumStability.Algorithms.HighamChapter15RectTermination.0.NumStability.RectPNormPair.infinityNPlusOneCounterexampleY4	_private.NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace.0.NumStability.RectPNormPair.infinityNPlusOneCounterexampleY4	NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace
_private.NumStability.Algorithms.HighamChapter15RectTermination.0.NumStability.RectPNormPair.infinityNPlusOneCounterexampleZ0	_private.NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace.0.NumStability.RectPNormPair.infinityNPlusOneCounterexampleZ0	NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace
_private.NumStability.Algorithms.HighamChapter15RectTermination.0.NumStability.RectPNormPair.infinityNPlusOneCounterexampleZ1	_private.NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace.0.NumStability.RectPNormPair.infinityNPlusOneCounterexampleZ1	NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace
_private.NumStability.Algorithms.HighamChapter15RectTermination.0.NumStability.RectPNormPair.infinityNPlusOneCounterexampleZ2	_private.NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace.0.NumStability.RectPNormPair.infinityNPlusOneCounterexampleZ2	NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace
_private.NumStability.Algorithms.HighamChapter15RectTermination.0.NumStability.RectPNormPair.infinityNPlusOneCounterexampleZ3	_private.NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace.0.NumStability.RectPNormPair.infinityNPlusOneCounterexampleZ3	NumStability.Source.Higham.Chapter15.Section02.Boyd.EndpointTermination.InfinityCounterexample.Trace
