baseline_owner_module	baseline_declaration_name	visibility	kind	baseline_order	destination_module	route_class	normalization_decision
NumStability.Algorithms.Ch14AsymptoticFamilies	NumStability.Ch14Ext.ch14ext_eq14_6_familyRemainder_isBigO	public	theorem	0	NumStability.Source.Higham.Chapter14.Section01.InverseErrorAnalysis.ComposedCoefficientFamilies.RemainderAsymptotics	relocate_whole	-
NumStability.Algorithms.Ch14AsymptoticFamilies	NumStability.Ch14Ext.ch14ext_eq14_6_vanishing_family_endpoint	public	theorem	1	NumStability.Source.Higham.Chapter14.Section01.InverseErrorAnalysis.ComposedCoefficientFamilies.RemainderAsymptotics	relocate_whole	-
NumStability.Algorithms.Ch14AsymptoticFamilies	NumStability.Ch14Ext.ch14ext_eq14_7_familyRemainder_isBigO	public	theorem	2	NumStability.Source.Higham.Chapter14.Section01.InverseErrorAnalysis.ComposedCoefficientFamilies.RemainderAsymptotics	relocate_whole	-
NumStability.Algorithms.Ch14AsymptoticFamilies	NumStability.Ch14Ext.ch14ext_eq14_7_vanishing_family_endpoint	public	theorem	3	NumStability.Source.Higham.Chapter14.Section01.InverseErrorAnalysis.ComposedCoefficientFamilies.RemainderAsymptotics	relocate_whole	-
NumStability.Algorithms.Ch14AsymptoticFamilies	NumStability.Ch14Ext.ch14ext_problem14_5_left_familyRemainder_isBigO	public	theorem	4	NumStability.Source.Higham.Chapter14.Section01.InverseErrorAnalysis.ComposedCoefficientFamilies.RemainderAsymptotics	relocate_whole	-
NumStability.Algorithms.Ch14AsymptoticFamilies	NumStability.Ch14Ext.ch14ext_problem14_5_left_vanishing_family_endpoint	public	theorem	5	NumStability.Source.Higham.Chapter14.Section01.InverseErrorAnalysis.ComposedCoefficientFamilies.RemainderAsymptotics	relocate_whole	-
NumStability.Algorithms.Ch14AsymptoticFamilies	NumStability.Ch14Ext.ch14ext_problem14_5_right_familyRemainder_isBigO	public	theorem	6	NumStability.Source.Higham.Chapter14.Section01.InverseErrorAnalysis.ComposedCoefficientFamilies.RemainderAsymptotics	relocate_whole	-
NumStability.Algorithms.Ch14AsymptoticFamilies	NumStability.Ch14Ext.ch14ext_problem14_5_right_vanishing_family_endpoint	public	theorem	7	NumStability.Source.Higham.Chapter14.Section01.InverseErrorAnalysis.ComposedCoefficientFamilies.RemainderAsymptotics	relocate_whole	-
NumStability.Algorithms.Ch14AsymptoticFamilies	_private.NumStability.Algorithms.Ch14AsymptoticFamilies.0.NumStability.Ch14Ext.composed_gammaQuadraticCoefficient_isBigO_one	private	theorem	8	NumStability.Source.Higham.Chapter14.Section01.InverseErrorAnalysis.ComposedCoefficientFamilies.RemainderAsymptotics	relocate_whole	module-scoped mangle rename
NumStability.Algorithms.Ch14AsymptoticFamilies	_private.NumStability.Algorithms.Ch14AsymptoticFamilies.0.NumStability.Ch14Ext.composed_gammaUnitCoefficient_isBigO_one	private	theorem	9	NumStability.Source.Higham.Chapter14.Section01.InverseErrorAnalysis.ComposedCoefficientFamilies.RemainderAsymptotics	relocate_whole	module-scoped mangle rename
NumStability.Algorithms.Ch14Cor146UniformInverseBridge	NumStability.Ch14Ext.ch14ext_cor146FinalizedRunFamily_of_computedFactors	public	definition	0	NumStability.Source.Higham.Chapter14.Corollary06.FinalizedRunRegularity.UniformInverseRegularity	relocate_whole	-
NumStability.Algorithms.Ch14Cor146UniformInverseBridge	NumStability.Ch14Ext.ch14ext_cor146_uniformInverseRegularity_of_finalizedGJE	public	theorem	1	NumStability.Source.Higham.Chapter14.Corollary06.FinalizedRunRegularity.UniformInverseRegularity	relocate_whole	-
NumStability.Algorithms.Ch14Cor147FinalDivisionFamilyClosure	NumStability.Ch14Ext.ch14ext_cor147FinalizedForwardPrintedRemainder_family_isBigO_u_sq	public	theorem	0	NumStability.Source.Higham.Chapter14.Corollary07.FinalizedRunFamilies.ResidualAndForwardEnvelopes	relocate_whole	-
NumStability.Algorithms.Ch14Cor147FinalDivisionFamilyClosure	NumStability.Ch14Ext.ch14ext_cor147FinalizedForwardRelativeRemainder_family_isBigO_u_sq	public	theorem	1	NumStability.Source.Higham.Chapter14.Corollary07.FinalizedRunFamilies.ResidualAndForwardEnvelopes	relocate_whole	-
NumStability.Algorithms.Ch14Cor147FinalDivisionFamilyClosure	NumStability.Ch14Ext.ch14ext_cor147FinalizedForwardRelativeTerminal_family_isBigO_u_sq	public	theorem	2	NumStability.Source.Higham.Chapter14.Corollary07.FinalizedRunFamilies.ResidualAndForwardEnvelopes	relocate_whole	-
NumStability.Algorithms.Ch14Cor147FinalDivisionFamilyClosure	NumStability.Ch14Ext.ch14ext_cor147FinalizedForwardVectorRemainder_family_isBigO_u_sq	public	theorem	3	NumStability.Source.Higham.Chapter14.Corollary07.FinalizedRunFamilies.ResidualAndForwardEnvelopes	relocate_whole	-
NumStability.Algorithms.Ch14Cor147FinalDivisionFamilyClosure	NumStability.Ch14Ext.ch14ext_cor147FinalizedResidualLeadingCorrection_family_isBigO_u	public	theorem	4	NumStability.Source.Higham.Chapter14.Corollary07.FinalizedRunFamilies.ResidualAndForwardEnvelopes	relocate_whole	-
