scope	match	path	authority_id	rationale
worker_owned	exact	NumStability/Algorithms/MatrixPowers.lean	codex-local	frozen exact C0005 R07 historical owner
worker_owned	exact	NumStability/Algorithms/MatrixPowersComplex.lean	codex-local	frozen exact C0005 R07 historical owner
worker_owned	exact	NumStability/Algorithms/MatrixPowersJordan.lean	codex-local	frozen exact C0005 R07 historical owner
worker_owned	exact	NumStability/Algorithms/MatrixPowersLp.lean	codex-local	frozen exact C0005 R07 historical owner
worker_owned	exact	NumStability/Algorithms/MatrixPowersLpJordan.lean	codex-local	frozen exact C0005 R07 historical owner
worker_owned	exact	NumStability/Algorithms/MatrixPowersPseudospectral.lean	codex-local	frozen exact C0005 R07 historical owner
worker_owned	exact	NumStability/Algorithms/MatrixPowersPseudospectralCriterion.lean	codex-local	frozen exact C0005 R07 historical owner
worker_owned	exact	NumStability/Algorithms/MatrixPowersSpectral.lean	codex-local	frozen exact C0005 R07 historical owner
worker_owned	exact	NumStability/Analysis/BergerGeneral.lean	codex-local	frozen exact C0005 R07 historical owner
worker_owned	exact	NumStability/Analysis/BergerInequality.lean	codex-local	frozen exact C0005 R07 historical owner
worker_owned	exact	NumStability/Analysis/BergerResolvent.lean	codex-local	frozen exact C0005 R07 historical owner
worker_owned	exact	NumStability/Analysis/CStarMatrices/Basic/RealMatrixBridge.lean	codex-local	frozen exact C0005 R07 historical owner
worker_owned	exact	NumStability/Analysis/CStarMatrixBridge.lean	codex-local	frozen exact C0005 R07 historical owner
worker_owned	exact	NumStability/Analysis/CStarMatrixExpectation.lean	codex-local	frozen exact C0005 R07 historical owner
worker_owned	exact	NumStability/Analysis/CStarMatrixTrace.lean	codex-local	frozen exact C0005 R07 historical owner
worker_owned	exact	NumStability/Analysis/DunfordResidue.lean	codex-local	frozen exact C0005 R07 historical owner
worker_owned	exact	NumStability/Analysis/HenriciExtremal.lean	codex-local	frozen exact C0005 R07 historical owner
worker_owned	exact	NumStability/Analysis/HenriciSharpConstant.lean	codex-local	frozen exact C0005 R07 historical owner
worker_owned	exact	NumStability/Analysis/HenriciSharpConstantExact.lean	codex-local	frozen exact C0005 R07 historical owner
worker_owned	exact	NumStability/Analysis/JordanNormalForm.lean	codex-local	frozen exact C0005 R07 historical owner
worker_owned	exact	NumStability/Analysis/LiebTrace.lean	codex-local	frozen exact C0005 R07 historical owner
worker_owned	exact	NumStability/Analysis/LinearOperators/MatrixPowers/Spijker/KreissBridge.lean	codex-local	frozen exact C0005 R07 historical owner
worker_owned	exact	NumStability/Analysis/MatrixPowersBaiDemmelGu.lean	codex-local	frozen exact C0005 R07 historical owner
worker_owned	exact	NumStability/Analysis/MatrixPowersBaiDemmelGuDistance.lean	codex-local	frozen exact C0005 R07 historical owner
worker_owned	exact	NumStability/Analysis/MatrixPowersBinomialBound.lean	codex-local	frozen exact C0005 R07 historical owner
worker_owned	exact	NumStability/Analysis/MatrixPowersGautschi.lean	codex-local	frozen exact C0005 R07 historical owner
worker_owned	exact	NumStability/Analysis/MatrixPowersHenrici.lean	codex-local	frozen exact C0005 R07 historical owner
worker_owned	exact	NumStability/Analysis/MatrixPowersHenriciNormal.lean	codex-local	frozen exact C0005 R07 historical owner
worker_owned	exact	NumStability/Analysis/MatrixPowersKreiss.lean	codex-local	frozen exact C0005 R07 historical owner
worker_owned	exact	NumStability/Analysis/MatrixPowersKreissSpijker.lean	codex-local	frozen exact C0005 R07 historical owner
worker_owned	exact	NumStability/Analysis/MatrixPowersLaszlo.lean	codex-local	frozen exact C0005 R07 historical owner
worker_owned	exact	NumStability/Analysis/MatrixPowersLp185Primary.lean	codex-local	frozen exact C0005 R07 historical owner
worker_owned	exact	NumStability/Analysis/MatrixPowersSchur.lean	codex-local	frozen exact C0005 R07 historical owner
worker_owned	exact	NumStability/Analysis/MatrixPowersSpijkerClosure.lean	codex-local	frozen exact C0005 R07 historical owner
worker_owned	exact	NumStability/Analysis/MatrixPowersSpijkerPlanar.lean	codex-local	frozen exact C0005 R07 historical owner
worker_owned	exact	NumStability/Analysis/MatrixPowersSpijkerPlanarAnalysis.lean	codex-local	frozen exact C0005 R07 historical owner
worker_owned	exact	NumStability/Analysis/MatrixPowersSpijkerRational.lean	codex-local	frozen exact C0005 R07 historical owner
worker_owned	exact	NumStability/Analysis/NilpotentJordanChain.lean	codex-local	frozen exact C0005 R07 historical owner
worker_owned	exact	NumStability/Analysis/NumericalRadius.lean	codex-local	frozen exact C0005 R07 historical owner
worker_owned	exact	NumStability/Analysis/OperatorLog.lean	codex-local	frozen exact C0005 R07 historical owner
worker_owned	exact	NumStability/Analysis/PseudospectralLowerBound.lean	codex-local	frozen exact C0005 R07 historical owner
worker_owned	exact	NumStability/Analysis/PseudospectralPowerBound.lean	codex-local	frozen exact C0005 R07 historical owner
worker_owned	exact	NumStability/Analysis/PseudospectralResolvent.lean	codex-local	frozen exact C0005 R07 historical owner
worker_owned	exact	NumStability/Analysis/ResolventFunctionalCalculus.lean	codex-local	frozen exact C0005 R07 historical owner
worker_owned	exact	NumStability/Analysis/SpijkerProjectionIntegral.lean	codex-local	frozen exact C0005 R07 historical owner
worker_destination	prefix	NumStability/Analysis/CStarMatrices/FiniteMatrixAlgebra/	codex-local	casefold-vacant production/test/delivery destination authority
worker_destination	prefix	NumStability/Analysis/LinearOperators/MatrixPowers/ExactNormBounds/NormalMatrices/	codex-local	casefold-vacant production/test/delivery destination authority
worker_destination	prefix	NumStability/Analysis/LinearOperators/MatrixPowers/Henrici/NormalCharacterization/	codex-local	casefold-vacant production/test/delivery destination authority
worker_destination	prefix	NumStability/Analysis/LinearOperators/MatrixPowers/Henrici/SchurBinomialBounds/	codex-local	casefold-vacant production/test/delivery destination authority
worker_destination	prefix	NumStability/Analysis/LinearOperators/MatrixPowers/Spijker/ArcLengthPowerBounds/	codex-local	casefold-vacant production/test/delivery destination authority
worker_destination	prefix	NumStability/Analysis/LinearOperators/MatrixPowers/Spijker/FiniteDimensionalPowerBounds/	codex-local	casefold-vacant production/test/delivery destination authority
worker_destination	prefix	NumStability/Analysis/LinearOperators/MatrixPowers/Spijker/PlanarArcLength/	codex-local	casefold-vacant production/test/delivery destination authority
worker_destination	prefix	NumStability/Analysis/LinearOperators/MatrixPowers/Spijker/PlanarCrossingBounds/	codex-local	casefold-vacant production/test/delivery destination authority
worker_destination	prefix	NumStability/Analysis/LinearOperators/MatrixPowers/Spijker/ResolventCoefficients/	codex-local	casefold-vacant production/test/delivery destination authority
worker_destination	prefix	NumStability/Analysis/LinearOperators/NumericalRadius/Berger/GeneralPowerInequality/	codex-local	casefold-vacant production/test/delivery destination authority
worker_destination	prefix	NumStability/Analysis/LinearOperators/NumericalRadius/Berger/Internal/	codex-local	casefold-vacant production/test/delivery destination authority
worker_destination	prefix	NumStability/Analysis/LinearOperators/NumericalRadius/Core/Internal/	codex-local	casefold-vacant production/test/delivery destination authority
worker_destination	prefix	NumStability/Analysis/LinearOperators/Pseudospectra/Resolvent/Internal/	codex-local	casefold-vacant production/test/delivery destination authority
worker_destination	prefix	NumStability/Analysis/LinearOperators/Schur/Complex/NormalTriangular/	codex-local	casefold-vacant production/test/delivery destination authority
worker_destination	prefix	NumStability/Source/Higham/Chapter18/Section01/MatrixPowerBounds/NamedBounds/SpijkerKreissUnconditional/	codex-local	casefold-vacant production/test/delivery destination authority
worker_destination	prefix	NumStabilityTest/Reorganization/R07/	codex-local	casefold-vacant production/test/delivery destination authority
worker_destination	prefix	docs/architecture/deliveries/R07/	codex-local	casefold-vacant production/test/delivery destination authority
integrator_shared_request	exact	NumStability/Algorithms.lean	primary-human	exact common-base R0011 postimage
integrator_shared_request	exact	NumStability/Algorithms/RandNLA/ElementwiseTraceMGF.lean	primary-human	exact common-base R0011 postimage
