old_private	new_private	destination_module
_private.NumStability.Algorithms.Underdetermined.Higham21Attainability.0.NumStability.higham21_complexVecLpNorm_two_realVecToComplex_eq_vecNorm2	_private.NumStability.Source.Higham.Chapter21.Attainability.Results.0.NumStability.higham21_complexVecLpNorm_two_realVecToComplex_eq_vecNorm2	NumStability.Source.Higham.Chapter21.Attainability.Results
_private.NumStability.Algorithms.Underdetermined.Higham21Attainability.0.NumStability.higham21_theorem21_1_gramDual_eq_pseudoinverseTranspose	_private.NumStability.Source.Higham.Chapter21.Attainability.Results.0.NumStability.higham21_theorem21_1_gramDual_eq_pseudoinverseTranspose	NumStability.Source.Higham.Chapter21.Attainability.Results
_private.NumStability.Algorithms.Underdetermined.Higham21Attainability.0.NumStability.higham21_vecNorm2_le_holderFactor_mul_lpNorm	_private.NumStability.Source.Higham.Chapter21.Attainability.Results.0.NumStability.higham21_vecNorm2_le_holderFactor_mul_lpNorm	NumStability.Source.Higham.Chapter21.Attainability.Results
_private.NumStability.Algorithms.Underdetermined.Higham21Attainability.0.NumStability.higham21_vecNorm2_left_le_add_of_inner_eq_zero	_private.NumStability.Source.Higham.Chapter21.Attainability.Results.0.NumStability.higham21_vecNorm2_left_le_add_of_inner_eq_zero	NumStability.Source.Higham.Chapter21.Attainability.Results
_private.NumStability.Algorithms.Underdetermined.Higham21Attainability.0.NumStability.higham21_vecNorm2_right_le_add_of_inner_eq_zero	_private.NumStability.Source.Higham.Chapter21.Attainability.Results.0.NumStability.higham21_vecNorm2_right_le_add_of_inner_eq_zero	NumStability.Source.Higham.Chapter21.Attainability.Results
_private.NumStability.Algorithms.Underdetermined.Higham21Eq21_11Uniform.0.NumStability.higham21Eq21_11UniformDirectionEnvelope_nonneg	_private.NumStability.Source.Higham.Chapter21.Equation11.UniformEnvelope.Core.0.NumStability.higham21Eq21_11UniformDirectionEnvelope_nonneg	NumStability.Source.Higham.Chapter21.Equation11.UniformEnvelope.Core
_private.NumStability.Algorithms.Underdetermined.Higham21Eq21_11Uniform.0.NumStability.higham21Eq21_11UniformDirectionFrobBound_nonneg	_private.NumStability.Source.Higham.Chapter21.Equation11.UniformEnvelope.Core.0.NumStability.higham21Eq21_11UniformDirectionFrobBound_nonneg	NumStability.Source.Higham.Chapter21.Equation11.UniformEnvelope.Core
_private.NumStability.Algorithms.Underdetermined.Higham21Eq21_11Uniform.0.NumStability.higham21Eq21_11UniformGramContraction_nonneg	_private.NumStability.Source.Higham.Chapter21.Equation11.UniformEnvelope.Core.0.NumStability.higham21Eq21_11UniformGramContraction_nonneg	NumStability.Source.Higham.Chapter21.Equation11.UniformEnvelope.Core
_private.NumStability.Algorithms.Underdetermined.Higham21Eq21_11Uniform.0.NumStability.higham21Eq21_11UniformGramInverseBound_nonneg	_private.NumStability.Source.Higham.Chapter21.Equation11.UniformEnvelope.Core.0.NumStability.higham21Eq21_11UniformGramInverseBound_nonneg	NumStability.Source.Higham.Chapter21.Equation11.UniformEnvelope.Core
_private.NumStability.Algorithms.Underdetermined.Higham21Eq21_11Uniform.0.NumStability.higham21Eq21_11_direction_entry_le_uniform_envelope	_private.NumStability.Source.Higham.Chapter21.Equation11.UniformEnvelope.Core.0.NumStability.higham21Eq21_11_direction_entry_le_uniform_envelope	NumStability.Source.Higham.Chapter21.Equation11.UniformEnvelope.Core
_private.NumStability.Algorithms.Underdetermined.Higham21Eq21_11Uniform.0.NumStability.higham21Eq21_11_direction_frobNorm_le_uniform	_private.NumStability.Source.Higham.Chapter21.Equation11.UniformEnvelope.Core.0.NumStability.higham21Eq21_11_direction_frobNorm_le_uniform	NumStability.Source.Higham.Chapter21.Equation11.UniformEnvelope.Core
_private.NumStability.Algorithms.Underdetermined.Higham21Eq21_11Uniform.0.NumStability.higham21Eq21_11_firstProduct_frobNorm_le_uniform	_private.NumStability.Source.Higham.Chapter21.Equation11.UniformEnvelope.Core.0.NumStability.higham21Eq21_11_firstProduct_frobNorm_le_uniform	NumStability.Source.Higham.Chapter21.Equation11.UniformEnvelope.Core
_private.NumStability.Algorithms.Underdetermined.Higham21Eq21_11Uniform.0.NumStability.higham21Eq21_11_fixedRadiusCoefficient_le_uniform	_private.NumStability.Source.Higham.Chapter21.Equation11.UniformEnvelope.Core.0.NumStability.higham21Eq21_11_fixedRadiusCoefficient_le_uniform	NumStability.Source.Higham.Chapter21.Equation11.UniformEnvelope.Core
_private.NumStability.Algorithms.Underdetermined.Higham21Eq21_11Uniform.0.NumStability.higham21Eq21_11_frobNorm_absMatrix	_private.NumStability.Source.Higham.Chapter21.Equation11.UniformEnvelope.Core.0.NumStability.higham21Eq21_11_frobNorm_absMatrix	NumStability.Source.Higham.Chapter21.Equation11.UniformEnvelope.Core
_private.NumStability.Algorithms.Underdetermined.Higham21Eq21_11Uniform.0.NumStability.higham21Eq21_11_frobNorm_smul_nonneg	_private.NumStability.Source.Higham.Chapter21.Equation11.UniformEnvelope.Core.0.NumStability.higham21Eq21_11_frobNorm_smul_nonneg	NumStability.Source.Higham.Chapter21.Equation11.UniformEnvelope.Core
_private.NumStability.Algorithms.Underdetermined.Higham21Eq21_11Uniform.0.NumStability.higham21Eq21_11_gramAbs_frobNorm_le_uniform	_private.NumStability.Source.Higham.Chapter21.Equation11.UniformEnvelope.Core.0.NumStability.higham21Eq21_11_gramAbs_frobNorm_le_uniform	NumStability.Source.Higham.Chapter21.Equation11.UniformEnvelope.Core
_private.NumStability.Algorithms.Underdetermined.Higham21Eq21_11Uniform.0.NumStability.higham21Eq21_11_gramLinear_eq_products	_private.NumStability.Source.Higham.Chapter21.Equation11.UniformEnvelope.Core.0.NumStability.higham21Eq21_11_gramLinear_eq_products	NumStability.Source.Higham.Chapter21.Equation11.UniformEnvelope.Core
_private.NumStability.Algorithms.Underdetermined.Higham21Eq21_11Uniform.0.NumStability.higham21Eq21_11_gramLinear_frobNorm_le_uniform	_private.NumStability.Source.Higham.Chapter21.Equation11.UniformEnvelope.Core.0.NumStability.higham21Eq21_11_gramLinear_frobNorm_le_uniform	NumStability.Source.Higham.Chapter21.Equation11.UniformEnvelope.Core
_private.NumStability.Algorithms.Underdetermined.Higham21Eq21_11Uniform.0.NumStability.higham21Eq21_11_gramQuadratic_eq_product	_private.NumStability.Source.Higham.Chapter21.Equation11.UniformEnvelope.Core.0.NumStability.higham21Eq21_11_gramQuadratic_eq_product	NumStability.Source.Higham.Chapter21.Equation11.UniformEnvelope.Core
_private.NumStability.Algorithms.Underdetermined.Higham21Eq21_11Uniform.0.NumStability.higham21Eq21_11_gramQuadratic_frobNorm_le_uniform	_private.NumStability.Source.Higham.Chapter21.Equation11.UniformEnvelope.Core.0.NumStability.higham21Eq21_11_gramQuadratic_frobNorm_le_uniform	NumStability.Source.Higham.Chapter21.Equation11.UniformEnvelope.Core
_private.NumStability.Algorithms.Underdetermined.Higham21Eq21_11Uniform.0.NumStability.higham21Eq21_11_linearized_eq_product	_private.NumStability.Source.Higham.Chapter21.Equation11.UniformEnvelope.Core.0.NumStability.higham21Eq21_11_linearized_eq_product	NumStability.Source.Higham.Chapter21.Equation11.UniformEnvelope.Core
_private.NumStability.Algorithms.Underdetermined.Higham21Eq21_11Uniform.0.NumStability.higham21Eq21_11_linearized_frobNorm_le	_private.NumStability.Source.Higham.Chapter21.Equation11.UniformEnvelope.Core.0.NumStability.higham21Eq21_11_linearized_frobNorm_le	NumStability.Source.Higham.Chapter21.Equation11.UniformEnvelope.Core
_private.NumStability.Algorithms.Underdetermined.Higham21Eq21_11Uniform.0.NumStability.higham21Eq21_11_rectRowNorm2_le_frobNormRect	_private.NumStability.Source.Higham.Chapter21.Equation11.UniformEnvelope.Core.0.NumStability.higham21Eq21_11_rectRowNorm2_le_frobNormRect	NumStability.Source.Higham.Chapter21.Equation11.UniformEnvelope.Core
_private.NumStability.Algorithms.Underdetermined.Higham21Eq21_9.0.NumStability.higham21_eq21_9_dimensions_pos_of_rhs_ne_zero	_private.NumStability.Source.Higham.Chapter21.Equation09.Results.Core.0.NumStability.higham21_eq21_9_dimensions_pos_of_rhs_ne_zero	NumStability.Source.Higham.Chapter21.Equation09.Results.Core
_private.NumStability.Algorithms.Underdetermined.Higham21Eq21_9.0.NumStability.higham21_eq21_9_rectOpNorm2Le_const_mul_abs	_private.NumStability.Source.Higham.Chapter21.Equation09.Results.Core.0.NumStability.higham21_eq21_9_rectOpNorm2Le_const_mul_abs	NumStability.Source.Higham.Chapter21.Equation09.Results.Core
_private.NumStability.Algorithms.Underdetermined.Higham21MGSRounded.0.NumStability.higham21_vecNorm2Sq_ne_zero_of_fun_ne_zero	_private.NumStability.Algorithms.LinearSystems.Underdetermined.QR.ModifiedGramSchmidt.Rounded.Core.0.NumStability.higham21_vecNorm2Sq_ne_zero_of_fun_ne_zero	NumStability.Algorithms.LinearSystems.Underdetermined.QR.ModifiedGramSchmidt.Rounded.Core
_private.NumStability.Algorithms.Underdetermined.Higham21MGSRounded.0.NumStability.higham21_vecNorm2_ne_zero_of_fun_ne_zero	_private.NumStability.Algorithms.LinearSystems.Underdetermined.QR.ModifiedGramSchmidt.Rounded.Core.0.NumStability.higham21_vecNorm2_ne_zero_of_fun_ne_zero	NumStability.Algorithms.LinearSystems.Underdetermined.QR.ModifiedGramSchmidt.Rounded.Core
_private.NumStability.Algorithms.Underdetermined.Higham21Perturbation.0.NumStability.higham21_baseSolution_norm_pos_of_rhs_ne_zero	_private.NumStability.Algorithms.LinearSystems.Underdetermined.Perturbation.Bounds.Core.0.NumStability.higham21_baseSolution_norm_pos_of_rhs_ne_zero	NumStability.Algorithms.LinearSystems.Underdetermined.Perturbation.Bounds.Core
_private.NumStability.Algorithms.Underdetermined.Higham21Perturbation.0.NumStability.higham21_domainProjection_residual_abs_le_scaled_majorant	_private.NumStability.Algorithms.LinearSystems.Underdetermined.Perturbation.Bounds.Core.0.NumStability.higham21_domainProjection_residual_abs_le_scaled_majorant	NumStability.Algorithms.LinearSystems.Underdetermined.Perturbation.Bounds.Core
