consumer_module	consumer_path	consumer_scope	old_import	new_import
NumStability.Algorithms	NumStability/Algorithms.lean	outside	NumStability.Algorithms.Ch14AsymptoticFamilies	-
NumStability.Algorithms	NumStability/Algorithms.lean	outside	NumStability.Algorithms.Ch14BlockTriInverse	-
NumStability.Algorithms	NumStability/Algorithms.lean	outside	NumStability.Algorithms.Ch14Cor146UniformInverseBridge	-
NumStability.Algorithms	NumStability/Algorithms.lean	outside	NumStability.Algorithms.Ch14Cor147FinalDivisionFamilyClosure	-
NumStability.Algorithms	NumStability/Algorithms.lean	outside	NumStability.Algorithms.Ch14Cor147SourceDomainConstructor	-
NumStability.Algorithms	NumStability/Algorithms.lean	outside	NumStability.Algorithms.Ch14Corollary146Closure	-
NumStability.Algorithms	NumStability/Algorithms.lean	outside	NumStability.Algorithms.Ch14Corollary146Concrete	-
NumStability.Algorithms	NumStability/Algorithms.lean	outside	NumStability.Algorithms.Ch14Corollary146SourceClosure	-
NumStability.Algorithms	NumStability/Algorithms.lean	outside	NumStability.Algorithms.Ch14Corollary147	-
NumStability.Algorithms	NumStability/Algorithms.lean	outside	NumStability.Algorithms.Ch14Corollary147Closure	-
NumStability.Algorithms	NumStability/Algorithms.lean	outside	NumStability.Algorithms.Ch14Corollary147Concrete	-
NumStability.Algorithms	NumStability/Algorithms.lean	outside	NumStability.Algorithms.Ch14Corollary147SourceClosure	-
NumStability.Algorithms	NumStability/Algorithms.lean	outside	NumStability.Algorithms.Ch14Corollary147WeakFamily	-
NumStability.Algorithms	NumStability/Algorithms.lean	outside	NumStability.Algorithms.Ch14ForwardErrorEndpoint	-
NumStability.Algorithms	NumStability/Algorithms.lean	outside	NumStability.Algorithms.Ch14GJEActualDoolittleAdapter	-
NumStability.Algorithms	NumStability/Algorithms.lean	outside	NumStability.Algorithms.Ch14GJEAsymptoticFamilies	-
NumStability.Algorithms	NumStability/Algorithms.lean	outside	NumStability.Algorithms.Ch14GJEFinalDivisionClosure	-
NumStability.Algorithms	NumStability/Algorithms.lean	outside	NumStability.Algorithms.Ch14GJEOperationalBridge	-
NumStability.Algorithms	NumStability/Algorithms.lean	outside	NumStability.Algorithms.Ch14GJEPrintedEnvelopeClosure	-
NumStability.Algorithms	NumStability/Algorithms.lean	outside	NumStability.Algorithms.Ch14GJESourceAccumulationBridge	-
NumStability.Algorithms	NumStability/Algorithms.lean	outside	NumStability.Algorithms.Ch14GJETheorem145SourceClosure	-
NumStability.Algorithms	NumStability/Algorithms.lean	outside	NumStability.Algorithms.Ch14GaussJordanAccumulation	-
NumStability.Algorithms	NumStability/Algorithms.lean	outside	NumStability.Algorithms.Ch14GaussJordanQConstruction	-
NumStability.Algorithms	NumStability/Algorithms.lean	outside	NumStability.Algorithms.Ch14GaussJordanSPDCorollary	-
NumStability.Algorithms	NumStability/Algorithms.lean	outside	NumStability.Algorithms.Ch14GaussJordanSourceClosure	-
NumStability.Algorithms	NumStability/Algorithms.lean	outside	NumStability.Algorithms.Ch14GaussJordanStep	-
NumStability.Algorithms	NumStability/Algorithms.lean	outside	NumStability.Algorithms.Ch14Method1BWhole	-
NumStability.Algorithms	NumStability/Algorithms.lean	outside	NumStability.Algorithms.Ch14Method2C	-
NumStability.Algorithms	NumStability/Algorithms.lean	outside	NumStability.Algorithms.Ch14Method2CWhole	-
NumStability.Algorithms	NumStability/Algorithms.lean	outside	NumStability.Algorithms.Ch14Method2Loop	-
NumStability.Algorithms	NumStability/Algorithms.lean	outside	NumStability.Algorithms.Ch14MethodDLeftResidual	-
NumStability.Algorithms	NumStability/Algorithms.lean	outside	NumStability.Algorithms.Ch14MethodDProductDischarge	-
NumStability.Algorithms	NumStability/Algorithms.lean	outside	NumStability.Algorithms.Ch14MethodDUpperCertificate	-
NumStability.Algorithms	NumStability/Algorithms.lean	outside	NumStability.Algorithms.Ch14MethodsBC	-
NumStability.Algorithms	NumStability/Algorithms.lean	outside	NumStability.Algorithms.Ch14Problem142	-
NumStability.Algorithms	NumStability/Algorithms.lean	outside	NumStability.Algorithms.Ch14Problem142Families	-
NumStability.Algorithms	NumStability/Algorithms.lean	outside	NumStability.Algorithms.Ch14Problem142Method2B	-
NumStability.Algorithms	NumStability/Algorithms.lean	outside	NumStability.Algorithms.Ch14ProductErrorNotation	-
NumStability.Algorithms	NumStability/Algorithms.lean	outside	NumStability.Algorithms.GaussJordan	-
NumStability.Algorithms	NumStability/Algorithms.lean	outside	NumStability.Algorithms.GaussJordanPivoting	-
NumStability.Algorithms	NumStability/Algorithms.lean	outside	NumStability.Algorithms.MatrixInversion	-
NumStability.Algorithms	NumStability/Algorithms.lean	outside	NumStability.Algorithms.MatrixInversionMethod2BInstance	-
NumStability.Algorithms.Ch14HymanDeterminant	NumStability/Algorithms/Ch14HymanDeterminant.lean	outside	NumStability.Source.Higham.Chapter14.Problem14	NumStability.Source.Higham.Chapter14.Problem14
NumStability.Algorithms.Ch14Problem1413Boundary	NumStability/Algorithms/Ch14Problem1413Boundary.lean	outside	NumStability.Source.Higham.Chapter14.Problem13	NumStability.Source.Higham.Chapter14.Problem13
NumStability.Algorithms.Chapter14Problem1415Weyl	NumStability/Algorithms/Chapter14Problem1415Weyl.lean	outside	NumStability.Source.Higham.Chapter14.Problem15	NumStability.Source.Higham.Chapter14.Problem15
NumStability.Source.Higham.Chapter14	NumStability/Source/Higham/Chapter14.lean	outside	NumStability.Source.Higham.Chapter14.Problem13	NumStability.Source.Higham.Chapter14.Problem13
NumStability.Source.Higham.Chapter14	NumStability/Source/Higham/Chapter14.lean	outside	NumStability.Source.Higham.Chapter14.Problem14	NumStability.Source.Higham.Chapter14.Problem14
NumStability.Source.Higham.Chapter14	NumStability/Source/Higham/Chapter14.lean	outside	NumStability.Source.Higham.Chapter14.Problem15	NumStability.Source.Higham.Chapter14.Problem15
