format	1
metadata	generated_by	docs/architecture/deliveries/W07/GENERATE_MIGRATION.py
metadata	base_revision	9eb534a06db267203c2b9b88227edd44fc64f5db
metadata	projection_id	P0012
metadata	projection_sha256	9B683940DE4C94D17E48E200D1F10594EB26614CFD2AEF2BCB036F667BB5159C
metadata	selector_sha256	478EFA94CE2311ECD54A7AA4A155336EF3DB8219BFA42E137BA7C37D0D97176A
metadata	owner_count	5
metadata	selected_declaration_count	252
metadata	command_count	228
metadata	private_declaration_count	8
metadata	graph_reverse_closure_count	31
metadata	actual_retained_declaration_count	116
metadata	private_payload_sha256	6A1B37537E0002E89B1B88F2BED03C6F7A701936A237FF33A49DFBD58E76E2B7
metadata	coordinate_convention	lines=1-based; columns=UTF-16-code-units-0-based; end=half-open
columns	owner	module	source_path	source_blob_sha1	source_sha256	ilean_path	ilean_sha256	command_count	graph_floor_command_count	actual_retained_command_count	private_declaration_count
columns	command	owner_module	command_root	span_origin	start_line	start_column	end_line	end_column	decision	reason	closure_depth	witness_owner	witness_root	witness_edge_kind	witness_source_declaration	witness_target_declaration	selected_declaration_count	private_declaration_count	selected_declarations_json
owner	NumStability.Algorithms.StationaryIteration	NumStability/Algorithms/StationaryIteration.lean	08cfea98cba754d35f7de2d620c00d0cc84300f8	830C1D40D264211E8643AAF154C7984B5356CD8FC3EF947F4C749E71BAB627BA	.lake/build/lib/lean/NumStability/Algorithms/StationaryIteration.ilean	C37117C75CB247217E3E932A58A64E44AB4A288AA97ADA2AFEB05C306FEFBFAD	141	29	29	8
owner	NumStability.Algorithms.StationaryIterationDrazin	NumStability/Algorithms/StationaryIterationDrazin.lean	258490a358f3991f2cc206f99c33c76033fb3c8e	C2053DCFDAF3782390BD6CE9028B24F3482F4AA88B30720232017D3853B46255	.lake/build/lib/lean/NumStability/Algorithms/StationaryIterationDrazin.ilean	478793EDFDE374747084AA081C0602413686F4D3D585F5CC03803AD37AD28930	41	2	41	0
owner	NumStability.Algorithms.StationaryIterationRounded	NumStability/Algorithms/StationaryIterationRounded.lean	87464ba92a7339bc2560c90252f6eeb319b1376a	1D8170399C0D780C6AF8B30A56F1ABB5563341E3664AFBB4D95C5C00F2148402	.lake/build/lib/lean/NumStability/Algorithms/StationaryIterationRounded.ilean	F06718301AE21AAF813A098A2CB734F74137D09ECEE405633F25191AFC7DF690	16	0	16	0
owner	NumStability.Algorithms.StationaryIterationSemiconvergent	NumStability/Algorithms/StationaryIterationSemiconvergent.lean	38461840f7f6f4c856c1986087de86786356c0b8	18CCB943F2EA5EE1719FB11E66597B449720DD9B6112284E6B19D16BE232DF83	.lake/build/lib/lean/NumStability/Algorithms/StationaryIterationSemiconvergent.ilean	38685DFB688F68C9E98BC2BC53B926BB31F10DD62EFBDC563C9BDDCA374E87C2	20	0	20	0
owner	NumStability.Algorithms.StationaryIterationSemiconvergentExistence	NumStability/Algorithms/StationaryIterationSemiconvergentExistence.lean	5bda3a7f1f1adb2582ab6b980d78631a4541ec04	0EB4FD085A456B4862BCE39183A09A516A7E22730BFC6447C9E92FB16C8CE548	.lake/build/lib/lean/NumStability/Algorithms/StationaryIterationSemiconvergentExistence.ilean	097C658A42A08CCA76D31E33FE93653438978DA333AC773419A37508FCEC1AB8	10	0	10	0
command	NumStability.Algorithms.StationaryIteration	NumStability.SplittingSpec	ilean	29	0	33	38	relocate	reviewed_semantic_route							8	0	"[""NumStability.SplittingSpec"",""NumStability.SplittingSpec.casesOn"",""NumStability.SplittingSpec.inv_left"",""NumStability.SplittingSpec.inv_right"",""NumStability.SplittingSpec.mk"",""NumStability.SplittingSpec.rec"",""NumStability.SplittingSpec.recOn"",""NumStability.SplittingSpec.splitting""]"
command	NumStability.Algorithms.StationaryIteration	NumStability.iterMatrix	ilean	35	0	37	41	relocate	reviewed_semantic_route							1	0	"[""NumStability.iterMatrix""]"
command	NumStability.Algorithms.StationaryIteration	NumStability.dualIterMatrix	ilean	39	0	41	41	relocate	reviewed_semantic_route							1	0	"[""NumStability.dualIterMatrix""]"
command	NumStability.Algorithms.StationaryIteration	NumStability.stationaryRowColumnScale	ilean	43	0	49	62	relocate	reviewed_semantic_route							1	0	"[""NumStability.stationaryRowColumnScale""]"
command	NumStability.Algorithms.StationaryIteration	NumStability.stationaryScaledInverse	ilean	51	0	56	72	relocate	reviewed_semantic_route							1	0	"[""NumStability.stationaryScaledInverse""]"
command	NumStability.Algorithms.StationaryIteration	NumStability.diagMatrix_mul_diagMatrix_eq_id	ilean	58	0	67	36	relocate	reviewed_semantic_route							1	0	"[""NumStability.diagMatrix_mul_diagMatrix_eq_id""]"
command	NumStability.Algorithms.StationaryIteration	NumStability.stationaryRowColumnScale_apply	ilean	69	0	78	6	relocate	reviewed_semantic_route							1	0	"[""NumStability.stationaryRowColumnScale_apply""]"
command	NumStability.Algorithms.StationaryIteration	NumStability.stationaryRowColumnScale_splittingSpec	ilean	80	0	184	41	relocate	reviewed_semantic_route							1	0	"[""NumStability.stationaryRowColumnScale_splittingSpec""]"
command	NumStability.Algorithms.StationaryIteration	NumStability.stationaryScaledIterMatrix_similarity	ilean	186	0	225	27	relocate	reviewed_semantic_route							1	0	"[""NumStability.stationaryScaledIterMatrix_similarity""]"
command	NumStability.Algorithms.StationaryIteration	NumStability.stationaryScaledIterMatrix_charpoly_eq	ilean	227	0	277	24	relocate	reviewed_semantic_route							1	0	"[""NumStability.stationaryScaledIterMatrix_charpoly_eq""]"
command	NumStability.Algorithms.StationaryIteration	NumStability.AG_eq_HA	ilean	283	0	316	10	relocate	reviewed_semantic_route							1	0	"[""NumStability.AG_eq_HA""]"
command	NumStability.Algorithms.StationaryIteration	NumStability.A_matPow_G_eq_matPow_H_A	ilean	318	0	332	47	relocate	reviewed_semantic_route							1	0	"[""NumStability.A_matPow_G_eq_matPow_H_A""]"
command	NumStability.Algorithms.StationaryIteration	NumStability.stationary_solution_fixed_point	ilean	334	0	379	41	relocate	reviewed_semantic_route							1	0	"[""NumStability.stationary_solution_fixed_point""]"
command	NumStability.Algorithms.StationaryIteration	NumStability.affine_fixed_point_unroll	ilean	381	0	430	18	relocate	reviewed_semantic_route							1	0	"[""NumStability.affine_fixed_point_unroll""]"
command	NumStability.Algorithms.StationaryIteration	NumStability.stationary_solution_finite_sum	ilean	432	0	449	13	relocate	reviewed_semantic_route							1	0	"[""NumStability.stationary_solution_finite_sum""]"
