old_private	new_private	destination_module
_private.NumStability.Algorithms.Ch5SourceClosure.0.NumStability.ch5_bidiagonal_row_sum	_private.NumStability.Source.Higham.Chapter05.Section02.BidiagonalDerivativeAnalysis.Results.Theorems.0.NumStability.ch5_bidiagonal_row_sum	NumStability.Source.Higham.Chapter05.Section02.BidiagonalDerivativeAnalysis.Results.Theorems
_private.NumStability.Algorithms.Ch5SourceClosure.0.NumStability.ch5_fl_hornerDesc_append_singleton	_private.NumStability.Source.Higham.Chapter05.Section02.BidiagonalDerivativeAnalysis.Results.Theorems.0.NumStability.ch5_fl_hornerDesc_append_singleton	NumStability.Source.Higham.Chapter05.Section02.BidiagonalDerivativeAnalysis.Results.Theorems
_private.NumStability.Algorithms.Ch5SourceClosure.0.NumStability.ch5_fl_mul_right_zero	_private.NumStability.Source.Higham.Chapter05.Section02.BidiagonalDerivativeAnalysis.Results.Theorems.0.NumStability.ch5_fl_mul_right_zero	NumStability.Source.Higham.Chapter05.Section02.BidiagonalDerivativeAnalysis.Results.Theorems
_private.NumStability.Algorithms.Higham5FastPolynomialEvaluation.0.NumStability.eval_monic_cubic	_private.NumStability.Source.Higham.Chapter05.Section05.FastPolynomialEvaluation.Results.Theorems.0.NumStability.eval_monic_cubic	NumStability.Source.Higham.Chapter05.Section05.FastPolynomialEvaluation.Results.Theorems
_private.NumStability.Algorithms.Higham5FastPolynomialEvaluation.0.NumStability.foldl_horner_append	_private.NumStability.Source.Higham.Chapter05.Section05.FastPolynomialEvaluation.Results.Theorems.0.NumStability.foldl_horner_append	NumStability.Source.Higham.Chapter05.Section05.FastPolynomialEvaluation.Results.Theorems
_private.NumStability.Algorithms.Higham5PatersonStockmeyer.0.NumStability.higham5_ps_block_index_lt	_private.NumStability.Source.Higham.Chapter05.Section04.PatersonStockmeyer.Results.Theorems.0.NumStability.higham5_ps_block_index_lt	NumStability.Source.Higham.Chapter05.Section04.PatersonStockmeyer.Results.Theorems
_private.NumStability.Algorithms.Higham5PatersonStockmeyer.0.NumStability.higham5_ps_horner_eq_sum	_private.NumStability.Source.Higham.Chapter05.Section04.PatersonStockmeyer.Results.Theorems.0.NumStability.higham5_ps_horner_eq_sum	NumStability.Source.Higham.Chapter05.Section04.PatersonStockmeyer.Results.Theorems
_private.NumStability.Algorithms.Higham726Rump.0.NumStability.higham7_26_exists_nonpos_endpoint	_private.NumStability.Source.Higham.Chapter07.Equation26.RumpCycle.Results.Theorems.0.NumStability.higham7_26_exists_nonpos_endpoint	NumStability.Source.Higham.Chapter07.Equation26.RumpCycle.Results.Theorems
_private.NumStability.Algorithms.Higham726Rump.0.NumStability.higham7_26_iterate_period_next	_private.NumStability.Source.Higham.Chapter07.Equation26.RumpCycle.Results.Theorems.0.NumStability.higham7_26_iterate_period_next	NumStability.Source.Higham.Chapter07.Equation26.RumpCycle.Results.Theorems
_private.NumStability.Algorithms.HighamChapter5ComplexAlgorithm51.0.NumStability.complexHornerRunningRadius_ge_two_u	_private.NumStability.Source.Higham.Chapter05.Algorithm01.ComplexHorner.ErrorBounds.Theorems.0.NumStability.complexHornerRunningRadius_ge_two_u	NumStability.Source.Higham.Chapter05.Algorithm01.ComplexHorner.ErrorBounds.Theorems
