baseline_owner_module	baseline_declaration_name	visibility	kind	baseline_order	destination_module	route_class	normalization_decision
NumStability.Algorithms.Ch5DerivativeError	NumStability.ch5deriv_derivative_backward_error_coefficients	public	theorem	1	NumStability.Source.Higham.Chapter05.Section02.DerivativeError.Results.Theorems	source	preserve_name_and_signature
NumStability.Algorithms.Ch5DerivativeError	NumStability.ch5deriv_derivative_first_order_error_bound	public	theorem	2	NumStability.Source.Higham.Chapter05.Section02.DerivativeError.Results.Theorems	source	preserve_name_and_signature
NumStability.Algorithms.Ch5DerivativeError	NumStability.ch5deriv_derivative_forward_error_bound	public	theorem	3	NumStability.Source.Higham.Chapter05.Section02.DerivativeError.Results.Theorems	source	preserve_name_and_signature
NumStability.Algorithms.Ch5DerivativeError	NumStability.ch5deriv_pair_forward_error_bound	public	theorem	4	NumStability.Source.Higham.Chapter05.Section02.DerivativeError.Results.Theorems	source	preserve_name_and_signature
NumStability.Algorithms.Ch5SourceClosure	NumStability.flHighamBidiagonalSolve_backward_perturbation	public	theorem	1	NumStability.Source.Higham.Chapter05.Section02.BidiagonalDerivativeAnalysis.Results.Theorems	source	preserve_name_and_signature
NumStability.Algorithms.Ch5SourceClosure	NumStability.flHighamBidiagonalSolve_forward_error	public	theorem	2	NumStability.Source.Higham.Chapter05.Section02.BidiagonalDerivativeAnalysis.Results.Theorems	source	preserve_name_and_signature
NumStability.Algorithms.Ch5SourceClosure	NumStability.flHighamBidiagonalSolve_forward_error_first_order_quadratic	public	theorem	3	NumStability.Source.Higham.Chapter05.Section02.BidiagonalDerivativeAnalysis.Results.Theorems	source	preserve_name_and_signature
NumStability.Algorithms.Ch5SourceClosure	NumStability.flHighamBidiagonalSolve_forward_majorant_first_order_quadratic	public	theorem	4	NumStability.Source.Higham.Chapter05.Section02.BidiagonalDerivativeAnalysis.Results.Theorems	source	preserve_name_and_signature
NumStability.Algorithms.Ch5SourceClosure	NumStability.flHighamBidiagonalSolve_succ	public	theorem	5	NumStability.Source.Higham.Chapter05.Section02.BidiagonalDerivativeAnalysis.Results.Theorems	source	preserve_name_and_signature
NumStability.Algorithms.Ch5SourceClosure	NumStability.flHighamBidiagonalSolve_two_sweeps_backward_perturbation	public	theorem	6	NumStability.Source.Higham.Chapter05.Section02.BidiagonalDerivativeAnalysis.Results.Theorems	source	preserve_name_and_signature
NumStability.Algorithms.Ch5SourceClosure	NumStability.flHighamBidiagonalSolve_two_sweeps_forward_error	public	theorem	7	NumStability.Source.Higham.Chapter05.Section02.BidiagonalDerivativeAnalysis.Results.Theorems	source	preserve_name_and_signature
NumStability.Algorithms.Ch5SourceClosure	NumStability.flHighamBidiagonalSolve_two_sweeps_forward_error_first_order_quadratic	public	theorem	8	NumStability.Source.Higham.Chapter05.Section02.BidiagonalDerivativeAnalysis.Results.Theorems	source	preserve_name_and_signature
NumStability.Algorithms.Ch5SourceClosure	NumStability.highamBidiagonalAbsInv_mul_absInv_mul_absU_entry	public	theorem	9	NumStability.Source.Higham.Chapter05.Section02.BidiagonalDerivativeAnalysis.Results.Theorems	source	preserve_name_and_signature
NumStability.Algorithms.Ch5SourceClosure	NumStability.highamBidiagonalAbsInv_mul_absU_entry	public	theorem	10	NumStability.Source.Higham.Chapter05.Section02.BidiagonalDerivativeAnalysis.Results.Theorems	source	preserve_name_and_signature
NumStability.Algorithms.Ch5SourceClosure	NumStability.highamBidiagonalExactSolve_system	public	theorem	11	NumStability.Source.Higham.Chapter05.Section02.BidiagonalDerivativeAnalysis.Results.Theorems	source	preserve_name_and_signature
NumStability.Algorithms.Ch5SourceClosure	NumStability.highamBidiagonalUInv_leftInverse	public	theorem	12	NumStability.Source.Higham.Chapter05.Section02.BidiagonalDerivativeAnalysis.Results.Theorems	source	preserve_name_and_signature
NumStability.Algorithms.Ch5SourceClosure	NumStability.highamBidiagonalUInv_rightInverse	public	theorem	13	NumStability.Source.Higham.Chapter05.Section02.BidiagonalDerivativeAnalysis.Results.Theorems	source	preserve_name_and_signature
NumStability.Algorithms.Ch5SourceClosure	_private.NumStability.Algorithms.Ch5SourceClosure.0.NumStability.ch5_bidiagonal_row_sum	private	theorem	14	NumStability.Source.Higham.Chapter05.Section02.BidiagonalDerivativeAnalysis.Results.Theorems	internal	private_name_hash_pinned
NumStability.Algorithms.Ch5SourceClosure	_private.NumStability.Algorithms.Ch5SourceClosure.0.NumStability.ch5_fl_hornerDesc_append_singleton	private	theorem	15	NumStability.Source.Higham.Chapter05.Section02.BidiagonalDerivativeAnalysis.Results.Theorems	internal	private_name_hash_pinned
NumStability.Algorithms.Ch5SourceClosure	_private.NumStability.Algorithms.Ch5SourceClosure.0.NumStability.ch5_fl_mul_right_zero	private	theorem	16	NumStability.Source.Higham.Chapter05.Section02.BidiagonalDerivativeAnalysis.Results.Theorems	internal	private_name_hash_pinned
NumStability.Algorithms.Higham5FastPolynomialEvaluation	NumStability.higham5_exists_fast_scheme_degree_gt_four	public	theorem	1	NumStability.Source.Higham.Chapter05.Section05.FastPolynomialEvaluation.Results.Theorems	source	preserve_name_and_signature
NumStability.Algorithms.Higham5FastPolynomialEvaluation	NumStability.higham5_exists_nine_operation_quintic_kernel	public	theorem	2	NumStability.Source.Higham.Chapter05.Section05.FastPolynomialEvaluation.Results.Theorems	source	preserve_name_and_signature
NumStability.Algorithms.Higham5FastPolynomialEvaluation	_private.NumStability.Algorithms.Higham5FastPolynomialEvaluation.0.NumStability.eval_monic_cubic	private	theorem	3	NumStability.Source.Higham.Chapter05.Section05.FastPolynomialEvaluation.Results.Theorems	internal	private_name_hash_pinned
NumStability.Algorithms.Higham5FastPolynomialEvaluation	_private.NumStability.Algorithms.Higham5FastPolynomialEvaluation.0.NumStability.foldl_horner_append	private	theorem	4	NumStability.Source.Higham.Chapter05.Section05.FastPolynomialEvaluation.Results.Theorems	internal	private_name_hash_pinned
NumStability.Algorithms.Higham5PatersonStockmeyer	NumStability.higham5_patersonStockmeyerHorner_eq	public	theorem	1	NumStability.Source.Higham.Chapter05.Section04.PatersonStockmeyer.Results.Theorems	source	preserve_name_and_signature
NumStability.Algorithms.Higham5PatersonStockmeyer	NumStability.higham5_patersonStockmeyerHorner_eq_P1	public	theorem	2	NumStability.Source.Higham.Chapter05.Section04.PatersonStockmeyer.Results.Theorems	source	preserve_name_and_signature
NumStability.Algorithms.Higham5PatersonStockmeyer	NumStability.higham5_patersonStockmeyer_eq_P1	public	theorem	3	NumStability.Source.Higham.Chapter05.Section04.PatersonStockmeyer.Results.Theorems	source	preserve_name_and_signature
NumStability.Algorithms.Higham5PatersonStockmeyer	NumStability.higham5_patersonStockmeyer_source_claim	public	theorem	4	NumStability.Source.Higham.Chapter05.Section04.PatersonStockmeyer.Results.Theorems	source	preserve_name_and_signature
NumStability.Algorithms.Higham5PatersonStockmeyer	_private.NumStability.Algorithms.Higham5PatersonStockmeyer.0.NumStability.higham5_ps_block_index_lt	private	theorem	5	NumStability.Source.Higham.Chapter05.Section04.PatersonStockmeyer.Results.Theorems	internal	private_name_hash_pinned
NumStability.Algorithms.Higham5PatersonStockmeyer	_private.NumStability.Algorithms.Higham5PatersonStockmeyer.0.NumStability.higham5_ps_horner_eq_sum	private	theorem	6	NumStability.Source.Higham.Chapter05.Section04.PatersonStockmeyer.Results.Theorems	internal	private_name_hash_pinned
NumStability.Algorithms.Higham726Rump	NumStability.higham7_26_componentwiseDistance_le_rumpBound	public	theorem	1	NumStability.Source.Higham.Chapter07.Equation26.RumpCycle.Results.Theorems	source	preserve_name_and_signature
NumStability.Algorithms.Higham726Rump	NumStability.higham7_26_exists_functionalCycle	public	theorem	2	NumStability.Source.Higham.Chapter07.Equation26.RumpCycle.Results.Theorems	source	preserve_name_and_signature
NumStability.Algorithms.Higham726Rump	NumStability.higham7_26_exists_perronRowMaxCycle_of_subeigenvector	public	theorem	3	NumStability.Source.Higham.Chapter07.Equation26.RumpCycle.Results.Theorems	source	preserve_name_and_signature
NumStability.Algorithms.Higham726Rump	NumStability.higham7_26_exists_rowSignature_charDet_nonpos	public	theorem	4	NumStability.Source.Higham.Chapter07.Equation26.RumpCycle.Results.Theorems	source	preserve_name_and_signature
NumStability.Algorithms.Higham726Rump	NumStability.higham7_26_exists_sign_update_charDet_nonpos	public	theorem	5	NumStability.Source.Higham.Chapter07.Equation26.RumpCycle.Results.Theorems	source	preserve_name_and_signature
NumStability.Algorithms.Higham726Rump	NumStability.higham7_26_nonempty_rumpEigenpairCertificate	public	theorem	6	NumStability.Source.Higham.Chapter07.Equation26.RumpCycle.Results.Theorems	source	preserve_name_and_signature
NumStability.Algorithms.Higham726Rump	NumStability.higham7_26_nonempty_rumpEigenpairCertificate_of_subeigenvector	public	theorem	7	NumStability.Source.Higham.Chapter07.Equation26.RumpCycle.Results.Theorems	source	preserve_name_and_signature
NumStability.Algorithms.Higham726Rump	NumStability.higham7_26_rump_normalized_fullCycle_eigenpair	public	theorem	8	NumStability.Source.Higham.Chapter07.Equation26.RumpCycle.Results.Theorems	source	preserve_name_and_signature
NumStability.Algorithms.Higham726Rump	NumStability.higham7_26_rump_sign_real_eigenpair_of_componentwise_growth	public	theorem	9	NumStability.Source.Higham.Chapter07.Equation26.RumpCycle.Results.Theorems	source	preserve_name_and_signature
NumStability.Algorithms.Higham726Rump	NumStability.higham7_26_source_distance_sandwich	public	theorem	10	NumStability.Source.Higham.Chapter07.Equation26.RumpCycle.Results.Theorems	source	preserve_name_and_signature
NumStability.Algorithms.Higham726Rump	_private.NumStability.Algorithms.Higham726Rump.0.NumStability.higham7_26_exists_nonpos_endpoint	private	theorem	11	NumStability.Source.Higham.Chapter07.Equation26.RumpCycle.Results.Theorems	internal	private_name_hash_pinned
NumStability.Algorithms.Higham726Rump	_private.NumStability.Algorithms.Higham726Rump.0.NumStability.higham7_26_iterate_period_next	private	theorem	12	NumStability.Source.Higham.Chapter07.Equation26.RumpCycle.Results.Theorems	internal	private_name_hash_pinned
NumStability.Algorithms.HighamChapter5ComplexAlgorithm51	NumStability.fl_complexAdd_output_error_bound_gamma2	public	theorem	1	NumStability.Source.Higham.Chapter05.Algorithm01.ComplexHorner.ErrorBounds.Theorems	source	preserve_name_and_signature
NumStability.Algorithms.HighamChapter5ComplexAlgorithm51	NumStability.fl_complexHornerDesc_running_error_bound	public	theorem	2	NumStability.Source.Higham.Chapter05.Algorithm01.ComplexHorner.ErrorBounds.Theorems	source	preserve_name_and_signature
NumStability.Algorithms.HighamChapter5ComplexAlgorithm51	NumStability.fl_complexHornerRunningBound_nonneg	public	theorem	3	NumStability.Source.Higham.Chapter05.Algorithm01.ComplexHorner.ErrorBounds.Theorems	source	preserve_name_and_signature
NumStability.Algorithms.HighamChapter5ComplexAlgorithm51	NumStability.fl_complexHornerRunningFold_error_bound	public	theorem	4	NumStability.Source.Higham.Chapter05.Algorithm01.ComplexHorner.ErrorBounds.Theorems	source	preserve_name_and_signature
NumStability.Algorithms.HighamChapter5ComplexAlgorithm51	NumStability.fl_complexHornerRunningStep_error_bound	public	theorem	5	NumStability.Source.Higham.Chapter05.Algorithm01.ComplexHorner.ErrorBounds.Theorems	source	preserve_name_and_signature
NumStability.Algorithms.HighamChapter5ComplexAlgorithm51	NumStability.fl_complexHornerStep_inverse_error_bound	public	theorem	6	NumStability.Source.Higham.Chapter05.Algorithm01.ComplexHorner.ErrorBounds.Theorems	source	preserve_name_and_signature
NumStability.Algorithms.HighamChapter5ComplexAlgorithm51	_private.NumStability.Algorithms.HighamChapter5ComplexAlgorithm51.0.NumStability.complexHornerRunningRadius_ge_two_u	private	theorem	7	NumStability.Source.Higham.Chapter05.Algorithm01.ComplexHorner.ErrorBounds.Theorems	internal	private_name_hash_pinned
NumStability.Algorithms.HighamChapter5ComplexAlgorithm51	_private.NumStability.Algorithms.HighamChapter5ComplexAlgorithm51.0.NumStability.complexHornerRunningRadius_nonneg	private	theorem	8	NumStability.Source.Higham.Chapter05.Algorithm01.ComplexHorner.ErrorBounds.Theorems	internal	private_name_hash_pinned
NumStability.Algorithms.HighamChapter8	NumStability.higham8_12_WInv_le_ZInvFormula	public	theorem	1	NumStability.Source.Higham.Chapter08.Section03.TriangularSystems.InverseNormResults.Theorems	source	preserve_name_and_signature
NumStability.Algorithms.HighamChapter8	NumStability.higham8_12_absolute_norm_vector_chain	public	theorem	2	NumStability.Source.Higham.Chapter08.Section03.TriangularSystems.InverseNormResults.Theorems	source	preserve_name_and_signature
NumStability.Algorithms.HighamChapter8	NumStability.higham8_12_comparisonInv_le_WInv	public	theorem	3	NumStability.Source.Higham.Chapter08.Section03.TriangularSystems.InverseNormResults.Theorems	source	preserve_name_and_signature
NumStability.Algorithms.HighamChapter8	NumStability.higham8_12_infNorm_chain	public	theorem	4	NumStability.Source.Higham.Chapter08.Section03.TriangularSystems.InverseNormResults.Theorems	source	preserve_name_and_signature
NumStability.Algorithms.HighamChapter8	NumStability.higham8_12_oneNorm_chain	public	theorem	5	NumStability.Source.Higham.Chapter08.Section03.TriangularSystems.InverseNormResults.Theorems	source	preserve_name_and_signature
NumStability.Algorithms.HighamChapter8	NumStability.higham8_12_opNorm2_chain	public	theorem	6	NumStability.Source.Higham.Chapter08.Section03.TriangularSystems.InverseNormResults.Theorems	source	preserve_name_and_signature
NumStability.Algorithms.HighamChapter8	NumStability.higham8_14_full_norm_chain	public	theorem	7	NumStability.Source.Higham.Chapter08.Section03.TriangularSystems.InverseNormResults.Theorems	source	preserve_name_and_signature
NumStability.Algorithms.HighamChapter8	NumStability.higham8_14_local_envelope_not_relative_after_cancellation	public	theorem	8	NumStability.Source.Higham.Chapter08.Equation15.GlobalEnvelopeCounterexample.LocalCancellationResults.Theorems	source	preserve_name_and_signature
NumStability.Algorithms.HighamChapter8	NumStability.higham8_14_oneNorm_upperBound	public	theorem	9	NumStability.Source.Higham.Chapter08.Section03.TriangularSystems.InverseNormResults.Theorems	source	preserve_name_and_signature
NumStability.Algorithms.HighamChapter8	NumStability.higham8_14_opNorm2_upperBound	public	theorem	10	NumStability.Source.Higham.Chapter08.Section03.TriangularSystems.InverseNormResults.Theorems	source	preserve_name_and_signature
NumStability.Algorithms.HighamChapter8	NumStability.higham8_2_backSub_anyOrder_relative_infNorm_bound	public	theorem	11	NumStability.Source.Higham.Chapter08.Equation02.TriangularSubstitution.RelativeInfinityNormBounds.Theorems	source	preserve_name_and_signature
NumStability.Algorithms.HighamChapter8	NumStability.higham8_2_backSub_relative_infNorm_bound	public	theorem	12	NumStability.Source.Higham.Chapter08.Equation02.TriangularSubstitution.RelativeInfinityNormBounds.Theorems	source	preserve_name_and_signature
