baseline_owner_module	baseline_declaration_name	visibility	kind	baseline_order	destination_module	route_class	normalization_decision
NumStability.Algorithms.LinearSystems.IterativeRefinement.Core	NumStability.ComponentwiseBackwardError	public	inductive	1	NumStability.Algorithms.LinearSystems.IterativeRefinement.Core	reusable	preserve_name_and_signature
NumStability.Algorithms.LinearSystems.IterativeRefinement.Core	NumStability.ComponentwiseBackwardError.casesOn	public	definition	2	NumStability.Algorithms.LinearSystems.IterativeRefinement.Core	reusable	preserve_name_and_signature
NumStability.Algorithms.LinearSystems.IterativeRefinement.Core	NumStability.ComponentwiseBackwardError.ctorIdx	public	definition	3	NumStability.Algorithms.LinearSystems.IterativeRefinement.Core	reusable	preserve_name_and_signature
NumStability.Algorithms.LinearSystems.IterativeRefinement.Core	NumStability.ComponentwiseBackwardError.exact	public	theorem	4	NumStability.Algorithms.LinearSystems.IterativeRefinement.Core	reusable	preserve_name_and_signature
NumStability.Algorithms.LinearSystems.IterativeRefinement.Core	NumStability.ComponentwiseBackwardError.mk	public	constructor	5	NumStability.Algorithms.LinearSystems.IterativeRefinement.Core	reusable	preserve_name_and_signature
NumStability.Algorithms.LinearSystems.IterativeRefinement.Core	NumStability.ComponentwiseBackwardError.mk.inj	public	theorem	6	NumStability.Algorithms.LinearSystems.IterativeRefinement.Core	reusable	preserve_name_and_signature
NumStability.Algorithms.LinearSystems.IterativeRefinement.Core	NumStability.ComponentwiseBackwardError.mk.injEq	public	theorem	7	NumStability.Algorithms.LinearSystems.IterativeRefinement.Core	reusable	preserve_name_and_signature
NumStability.Algorithms.LinearSystems.IterativeRefinement.Core	NumStability.ComponentwiseBackwardError.mk.noConfusion	public	definition	8	NumStability.Algorithms.LinearSystems.IterativeRefinement.Core	reusable	preserve_name_and_signature
NumStability.Algorithms.LinearSystems.IterativeRefinement.Core	NumStability.ComponentwiseBackwardError.mk.sizeOf_spec	public	theorem	9	NumStability.Algorithms.LinearSystems.IterativeRefinement.Core	reusable	preserve_name_and_signature
NumStability.Algorithms.LinearSystems.IterativeRefinement.Core	NumStability.ComponentwiseBackwardError.noConfusion	public	definition	10	NumStability.Algorithms.LinearSystems.IterativeRefinement.Core	reusable	preserve_name_and_signature
NumStability.Algorithms.LinearSystems.IterativeRefinement.Core	NumStability.ComponentwiseBackwardError.noConfusionType	public	definition	11	NumStability.Algorithms.LinearSystems.IterativeRefinement.Core	reusable	preserve_name_and_signature
NumStability.Algorithms.LinearSystems.IterativeRefinement.Core	NumStability.ComponentwiseBackwardError.rec	public	recursor	12	NumStability.Algorithms.LinearSystems.IterativeRefinement.Core	reusable	preserve_name_and_signature
