baseline_owner_module	baseline_declaration_name	visibility	kind	baseline_order	destination_module	route_class	normalization_decision
NumStability.Algorithms.LinearSystems.Underdetermined.QR.Givens.StoredReplay.Closure	NumStability.Higham21ConcreteGivensReplayStep	public	inductive	0	NumStability.Algorithms.LinearSystems.Underdetermined.QR.Givens.StoredReplay.EndToEnd.Core	relocate_whole	-
NumStability.Algorithms.LinearSystems.Underdetermined.QR.Givens.StoredReplay.Closure	NumStability.Higham21ConcreteGivensReplayStep.casesOn	public	definition	1	NumStability.Algorithms.LinearSystems.Underdetermined.QR.Givens.StoredReplay.EndToEnd.Core	relocate_whole	-
NumStability.Algorithms.LinearSystems.Underdetermined.QR.Givens.StoredReplay.Closure	NumStability.Higham21ConcreteGivensReplayStep.ctorIdx	public	definition	2	NumStability.Algorithms.LinearSystems.Underdetermined.QR.Givens.StoredReplay.EndToEnd.Core	relocate_whole	-
NumStability.Algorithms.LinearSystems.Underdetermined.QR.Givens.StoredReplay.Closure	NumStability.Higham21ConcreteGivensReplayStep.distinct	public	theorem	3	NumStability.Algorithms.LinearSystems.Underdetermined.QR.Givens.StoredReplay.EndToEnd.Core	relocate_whole	-
NumStability.Algorithms.LinearSystems.Underdetermined.QR.Givens.StoredReplay.Closure	NumStability.Higham21ConcreteGivensReplayStep.exactTranspose	public	definition	4	NumStability.Algorithms.LinearSystems.Underdetermined.QR.Givens.StoredReplay.EndToEnd.Core	relocate_whole	-
NumStability.Algorithms.LinearSystems.Underdetermined.QR.Givens.StoredReplay.Closure	NumStability.Higham21ConcreteGivensReplayStep.exactTranspose_orthogonal	public	theorem	5	NumStability.Algorithms.LinearSystems.Underdetermined.QR.Givens.StoredReplay.EndToEnd.Core	relocate_whole	-
NumStability.Algorithms.LinearSystems.Underdetermined.QR.Givens.StoredReplay.Closure	NumStability.Higham21ConcreteGivensReplayStep.mk	public	constructor	6	NumStability.Algorithms.LinearSystems.Underdetermined.QR.Givens.StoredReplay.EndToEnd.Core	relocate_whole	-
NumStability.Algorithms.LinearSystems.Underdetermined.QR.Givens.StoredReplay.Closure	NumStability.Higham21ConcreteGivensReplayStep.mk.inj	public	theorem	7	NumStability.Algorithms.LinearSystems.Underdetermined.QR.Givens.StoredReplay.EndToEnd.Core	relocate_whole	-
NumStability.Algorithms.LinearSystems.Underdetermined.QR.Givens.StoredReplay.Closure	NumStability.Higham21ConcreteGivensReplayStep.mk.injEq	public	theorem	8	NumStability.Algorithms.LinearSystems.Underdetermined.QR.Givens.StoredReplay.EndToEnd.Core	relocate_whole	-
NumStability.Algorithms.LinearSystems.Underdetermined.QR.Givens.StoredReplay.Closure	NumStability.Higham21ConcreteGivensReplayStep.mk.noConfusion	public	definition	9	NumStability.Algorithms.LinearSystems.Underdetermined.QR.Givens.StoredReplay.EndToEnd.Core	relocate_whole	-
