declaration	owner_module	visibility	selected_owner	closure_role
_private.NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure.0.NumStability.higham10_30_real_schur_scalar_pos	NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	private	yes	private_seed
_private.NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure.0.NumStability.higham10_30_sourceDiagonalRep_norm_lt_three_max	NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	private	yes	private_seed
_private.NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure.0.NumStability.higham10_30_sourceSchurDiagonalRep_of_leading	NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	private	yes	private_seed
_private.NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure.0.NumStability.higham10_30_sourceUpperEntryRep_norm_lt_three_max	NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	private	yes	private_seed
_private.NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure.0.NumStability.higham10_30_sourceUpperEntryRep_of_exactLU	NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	private	yes	private_seed
_private.NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure.0.NumStability.higham10_30_symmetric_cross_sum_eq	NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	private	yes	private_seed
_private.NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure.0.NumStability.higham10_30_symmetric_cross_sum_sub_eq_zero	NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	private	yes	private_seed
_private.NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure.0.NumStability.higham10_30_symmetric_cross_sum_sub_eq_zero_fintype	NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	private	yes	private_seed
_private.NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure.0.NumStability.higham10_30_symmetric_mulVec_cross_eq	NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	private	yes	private_seed
_private.NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure.0.NumStability.higham10_30_symmetric_mulVec_cross_eq_fintype	NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	private	yes	private_seed
_private.NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure.0.NumStability.higham10_30_twoTrailingPrincipal_posDef	NumStability.Algorithms.Ch10ComplexPositiveDefiniteSourceClosure	private	yes	private_seed
_private.NumStability.Algorithms.Ch10KahanSharpnessSource.0.NumStability.complexMatrixOp2_vecMulVec	NumStability.Algorithms.Ch10KahanSharpnessSource	private	yes	private_seed
_private.NumStability.Algorithms.Ch10KahanSharpnessSource.0.NumStability.higham10Kahan_geometric_segment	NumStability.Algorithms.Ch10KahanSharpnessSource	private	yes	private_seed
_private.NumStability.Algorithms.Ch10Theorem108Componentwise.0.NumStability.higham10_8_absMatrix_symmetric_of_symmetric	NumStability.Algorithms.Ch10Theorem108Componentwise	private	yes	private_seed
_private.NumStability.Algorithms.Ch10Theorem108Componentwise.0.NumStability.higham10_8_matSub_id_symmetric	NumStability.Algorithms.Ch10Theorem108Componentwise	private	yes	private_seed
_private.NumStability.Algorithms.Ch10Theorem108Componentwise.0.NumStability.higham10_8_one_sub_le_recip_sub_abs	NumStability.Algorithms.Ch10Theorem108Componentwise	private	yes	private_seed
_private.NumStability.Algorithms.Ch10Theorem108Componentwise.0.NumStability.higham10_8_recip_abs_le_one_add_gap	NumStability.Algorithms.Ch10Theorem108Componentwise	private	yes	private_seed
_private.NumStability.Algorithms.Ch10Theorem108Componentwise.0.NumStability.higham10_8_resolvent_commutes	NumStability.Algorithms.Ch10Theorem108Componentwise	private	yes	private_seed
_private.NumStability.Algorithms.Ch10Theorem108Componentwise.0.NumStability.higham10_8_right_resolvent_majorant_id	NumStability.Algorithms.Ch10Theorem108Componentwise	private	yes	private_seed
_private.NumStability.Algorithms.Cholesky.CholeskyFl.0.NumStability.chol_cert_core	NumStability.Algorithms.Cholesky.CholeskyFl	private	yes	private_seed
_private.NumStability.Algorithms.Cholesky.CholeskyFl.0.NumStability.chol_term_factor_bound	NumStability.Algorithms.Cholesky.CholeskyFl	private	yes	private_seed
_private.NumStability.Algorithms.Cholesky.CholeskyFl.0.NumStability.counter_one	NumStability.Algorithms.Cholesky.CholeskyFl	private	yes	private_seed
_private.NumStability.Algorithms.Cholesky.CholeskyFl.0.NumStability.counter_plain_prod	NumStability.Algorithms.Cholesky.CholeskyFl	private	yes	private_seed
_private.NumStability.Algorithms.Cholesky.CholeskyFl.0.NumStability.fl_cholesky_entry_bound	NumStability.Algorithms.Cholesky.CholeskyFl	private	yes	private_seed
_private.NumStability.Algorithms.Cholesky.CholeskyFl.0.NumStability.one_add_pos_of_abs_le_u	NumStability.Algorithms.Cholesky.CholeskyFl	private	yes	private_seed
_private.NumStability.Algorithms.Cholesky.CholeskyFl.0.NumStability.suffix_mul_prefix_eq_prod	NumStability.Algorithms.Cholesky.CholeskyFl	private	yes	private_seed
_private.NumStability.Algorithms.Cholesky.CholeskyFl.0.NumStability.sum_truncate_at	NumStability.Algorithms.Cholesky.CholeskyFl	private	yes	private_seed
_private.NumStability.Algorithms.Cholesky.CholeskyFl.0.NumStability.u_lt_one_of_gammaValid_succ	NumStability.Algorithms.Cholesky.CholeskyFl	private	yes	private_seed
_private.NumStability.Algorithms.Cholesky.CholeskyNonsym.0.NumStability.sum_zero_off_lt	NumStability.Algorithms.Cholesky.CholeskyNonsym	private	yes	private_seed
_private.NumStability.Algorithms.Cholesky.CholeskyPSD.0.NumStability.psd_diag_nonneg	NumStability.Algorithms.Cholesky.CholeskyPSD	private	yes	private_seed
_private.NumStability.Algorithms.Cholesky.CholeskyPSD.0.NumStability.psd_zero_diag_row_zero	NumStability.Algorithms.Cholesky.CholeskyPSD	private	yes	private_seed
_private.NumStability.Algorithms.Cholesky.CholeskyPSD.0.NumStability.quadForm_two_point	NumStability.Algorithms.Cholesky.CholeskyPSD	private	yes	private_seed
_private.NumStability.Algorithms.Cholesky.CholeskyPSD.0.NumStability.sum_filter_succ_tail	NumStability.Algorithms.Cholesky.CholeskyPSD	private	yes	private_seed
_private.NumStability.Algorithms.Cholesky.CholeskySpec.0.NumStability.cholesky_factor_uniqueness	NumStability.Algorithms.Cholesky.CholeskySpec	private	yes	private_seed
_private.NumStability.Algorithms.Cholesky.CholeskySpec.0.NumStability.schur_pd	NumStability.Algorithms.Cholesky.CholeskySpec	private	yes	private_seed
_private.NumStability.Algorithms.Cholesky.CholeskySpec.0.NumStability.schur_sym	NumStability.Algorithms.Cholesky.CholeskySpec	private	yes	private_seed
_private.NumStability.Algorithms.Cholesky.CholeskySpec.0.NumStability.spd_diag_pos	NumStability.Algorithms.Cholesky.CholeskySpec	private	yes	private_seed
_private.NumStability.Algorithms.Cholesky.Higham1014Equation1022.0.NumStability.higham10_14_abs_entry_le_of_rectOpNorm2Le	NumStability.Algorithms.Cholesky.Higham1014Equation1022	private	yes	private_seed
_private.NumStability.Algorithms.Cholesky.Higham1014Equation1022.0.NumStability.higham10_14_rectOpNorm2Le_add	NumStability.Algorithms.Cholesky.Higham1014Equation1022	private	yes	private_seed
_private.NumStability.Algorithms.Cholesky.Higham1014Equation1022.0.NumStability.higham10_14_rectOpNorm2Le_neg	NumStability.Algorithms.Cholesky.Higham1014Equation1022	private	yes	private_seed
_private.NumStability.Algorithms.Cholesky.Higham1014SourceError.0.NumStability.higham10_14_cert_core	NumStability.Algorithms.Cholesky.Higham1014SourceError	private	yes	private_seed
_private.NumStability.Algorithms.Cholesky.Higham1014SourceError.0.NumStability.higham10_14_entry_bound	NumStability.Algorithms.Cholesky.Higham1014SourceError	private	yes	private_seed
_private.NumStability.Algorithms.Cholesky.Higham1014SourceError.0.NumStability.higham10_14_opNorm2Le_neg	NumStability.Algorithms.Cholesky.Higham1014SourceError	private	yes	private_seed
_private.NumStability.Algorithms.Cholesky.Higham1014SourceError.0.NumStability.higham10_14_sqrt_nat_le_nat	NumStability.Algorithms.Cholesky.Higham1014SourceError	private	yes	private_seed
_private.NumStability.Algorithms.Cholesky.Higham1014SourceError.0.NumStability.higham10_14_sum_truncate_at	NumStability.Algorithms.Cholesky.Higham1014SourceError	private	yes	private_seed
_private.NumStability.Algorithms.Cholesky.Higham1014SourceError.0.NumStability.higham10_14_trunc_abs_gram	NumStability.Algorithms.Cholesky.Higham1014SourceError	private	yes	private_seed
_private.NumStability.Algorithms.Cholesky.Higham1014SourceError.0.NumStability.higham10_14_trunc_abs_gram_computed	NumStability.Algorithms.Cholesky.Higham1014SourceError	private	yes	private_seed
_private.NumStability.Algorithms.Cholesky.Higham1014SourceError.0.NumStability.higham10_14_zeroRowPad_opNorm2Le	NumStability.Algorithms.Cholesky.Higham1014SourceError	private	yes	private_seed
_private.NumStability.Algorithms.HighamChapter10.0.NumStability.higham10_18_row_cast	NumStability.Algorithms.HighamChapter10	private	yes	private_seed
_private.NumStability.Algorithms.HighamChapter10.0.NumStability.higham10_18_row_nat	NumStability.Algorithms.HighamChapter10	private	yes	private_seed
_private.NumStability.Algorithms.HighamChapter10.0.NumStability.higham10_9_upper_product_sum_split	NumStability.Algorithms.HighamChapter10	private	yes	private_seed
_private.NumStability.Algorithms.HighamChapter10.0.NumStability.kahan_telescope	NumStability.Algorithms.HighamChapter10	private	yes	private_seed
_private.NumStability.Source.Higham.Chapter10.Theorem07.0.NumStability.bordered_perturbation_floor_sqrt	NumStability.Source.Higham.Chapter10.Theorem07	private	yes	private_seed
_private.NumStability.Source.Higham.Chapter10.Theorem07.0.NumStability.solved_border_mass_le	NumStability.Source.Higham.Chapter10.Theorem07	private	yes	private_seed
_private.NumStability.Source.Higham.Chapter10.Theorem07.0.NumStability.sourceB	NumStability.Source.Higham.Chapter10.Theorem07	private	yes	private_seed
_private.NumStability.Source.Higham.Chapter10.Theorem07.0.NumStability.sourceC	NumStability.Source.Higham.Chapter10.Theorem07	private	yes	private_seed
_private.NumStability.Source.Higham.Chapter10.Theorem07.0.NumStability.sourceD	NumStability.Source.Higham.Chapter10.Theorem07	private	yes	private_seed
_private.NumStability.Source.Higham.Chapter10.Theorem07.0.NumStability.sourceD_pos_of_gamma_lt_one	NumStability.Source.Higham.Chapter10.Theorem07	private	yes	private_seed
_private.NumStability.Source.Higham.Chapter10.Theorem07.0.NumStability.sourceE	NumStability.Source.Higham.Chapter10.Theorem07	private	yes	private_seed
_private.NumStability.Source.Higham.Chapter10.Theorem07.0.NumStability.sourceI	NumStability.Source.Higham.Chapter10.Theorem07	private	yes	private_seed
_private.NumStability.Source.Higham.Chapter10.Theorem07.0.NumStability.sourceP	NumStability.Source.Higham.Chapter10.Theorem07	private	yes	private_seed
_private.NumStability.Source.Higham.Chapter10.Theorem07.0.NumStability.sourceP_formula	NumStability.Source.Higham.Chapter10.Theorem07	private	yes	private_seed
_private.NumStability.Source.Higham.Chapter10.Theorem07.0.NumStability.sourceP_sub_B_formula	NumStability.Source.Higham.Chapter10.Theorem07	private	yes	private_seed
_private.NumStability.Source.Higham.Chapter10.Theorem07.0.NumStability.sourceP_sub_B_two_formula	NumStability.Source.Higham.Chapter10.Theorem07	private	yes	private_seed
_private.NumStability.Source.Higham.Chapter10.Theorem07.0.NumStability.sourceQ	NumStability.Source.Higham.Chapter10.Theorem07	private	yes	private_seed
_private.NumStability.Source.Higham.Chapter10.Theorem07.0.NumStability.sourceQ_formula	NumStability.Source.Higham.Chapter10.Theorem07	private	yes	private_seed
_private.NumStability.Source.Higham.Chapter10.Theorem07.0.NumStability.sourceR	NumStability.Source.Higham.Chapter10.Theorem07	private	yes	private_seed
_private.NumStability.Source.Higham.Chapter10.Theorem07.0.NumStability.source_boundary_two_formula	NumStability.Source.Higham.Chapter10.Theorem07	private	yes	private_seed
_private.NumStability.Source.Higham.Chapter10.Theorem07.0.NumStability.source_common_coefficients	NumStability.Source.Higham.Chapter10.Theorem07	private	yes	private_seed
_private.NumStability.Source.Higham.Chapter10.Theorem07.0.NumStability.source_common_product_core	NumStability.Source.Higham.Chapter10.Theorem07	private	yes	private_seed
_private.NumStability.Source.Higham.Chapter10.Theorem07.0.NumStability.source_product_diff_formula	NumStability.Source.Higham.Chapter10.Theorem07	private	yes	private_seed
_private.NumStability.Source.Higham.Chapter10.Theorem07.0.NumStability.source_product_two_formula	NumStability.Source.Higham.Chapter10.Theorem07	private	yes	private_seed
_private.NumStability.Source.Higham.Chapter10.Theorem07.0.NumStability.source_stage_interior_coeff_le	NumStability.Source.Higham.Chapter10.Theorem07	private	yes	private_seed
_private.NumStability.Source.Higham.Chapter10.Theorem07.0.NumStability.source_stage_recip_le	NumStability.Source.Higham.Chapter10.Theorem07	private	yes	private_seed
