path	old_import	old_occurrences	new_imports
NumStability/Algorithms.lean	NumStability.Analysis.SylvesterSchurExistence	1	NumStability.Analysis.MatrixEquations.SylvesterExistence
NumStability/Algorithms/Cholesky/Higham11BunchActualSharpGrowthClosure.lean	NumStability.Source.Higham.Chapter11.Higham11BunchActualSharpGrowthClosure	1	NumStability.Source.Higham.Chapter11.Bunch.ActualSharpGrowthClosure
NumStability/Algorithms/Cholesky/Higham11BunchExactTrace.lean	NumStability.Source.Higham.Chapter11.Higham11BunchExactTrace	1	NumStability.Source.Higham.Chapter11.Bunch.ExactTrace
NumStability/Algorithms/Cholesky/Higham11BunchKaufmanActualSelector.lean	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanActualSelector	1	NumStability.Source.Higham.Chapter11.BunchKaufman.ActualSelector
NumStability/Algorithms/Cholesky/Higham11BunchKaufmanExactGrowth.lean	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanExactGrowth	1	NumStability.Source.Higham.Chapter11.BunchKaufman.Exact.Growth
NumStability/Algorithms/Cholesky/Higham11BunchKaufmanExactGrowthArithmetic.lean	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanExactGrowthArithmetic	1	NumStability.Source.Higham.Chapter11.BunchKaufman.Exact.GrowthArithmetic
NumStability/Algorithms/Cholesky/Higham11BunchKaufmanExactTrace.lean	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanExactTrace	1	NumStability.Source.Higham.Chapter11.BunchKaufman.Exact.Trace
NumStability/Algorithms/Cholesky/Higham11BunchKaufmanExplicitInverseSolve.lean	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanExplicitInverseSolve	1	NumStability.Source.Higham.Chapter11.BunchKaufman.ExplicitInverse.Solve
NumStability/Algorithms/Cholesky/Higham11BunchKaufmanExplicitInverseTerminalClosedForm.lean	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanExplicitInverseTerminalClosedForm	1	NumStability.Source.Higham.Chapter11.BunchKaufman.ExplicitInverse.TerminalClosedForm
NumStability/Algorithms/Cholesky/Higham11BunchKaufmanRoundedAccumulated.lean	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedAccumulated	1	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.Accumulated
NumStability/Algorithms/Cholesky/Higham11BunchKaufmanRoundedBridge.lean	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedBridge	1	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.Bridge
NumStability/Algorithms/Cholesky/Higham11BunchKaufmanRoundedClosure.lean	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedClosure	1	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.Closure
NumStability/Algorithms/Cholesky/Higham11BunchKaufmanRoundedExecution.lean	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedExecution	1	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.Execution
NumStability/Algorithms/Cholesky/Higham11BunchKaufmanRoundedFactors.lean	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedFactors	1	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.Factors
NumStability/Algorithms/Cholesky/Higham11BunchKaufmanRoundedGlobal.lean	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedGlobal	1	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.Global
NumStability/Algorithms/Cholesky/Higham11BunchKaufmanRoundedGrowth.lean	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedGrowth	1	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.Growth
NumStability/Algorithms/Cholesky/Higham11BunchKaufmanRoundedGrowthSolve.lean	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedGrowthSolve	1	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.GrowthSolve
NumStability/Algorithms/Cholesky/Higham11BunchKaufmanRoundedMiddleSolve.lean	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedMiddleSolve	1	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.MiddleSolve
NumStability/Algorithms/Cholesky/Higham11BunchKaufmanRoundedSolve.lean	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedSolve	1	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.Solve
NumStability/Algorithms/Cholesky/Higham11BunchKaufmanRoundedTerminal.lean	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedTerminal	1	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.Terminal
NumStability/Algorithms/Cholesky/Higham11BunchKaufmanRoundedTerminalClosedForm.lean	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanRoundedTerminalClosedForm	1	NumStability.Source.Higham.Chapter11.BunchKaufman.Rounded.TerminalClosedForm
NumStability/Algorithms/Cholesky/Higham11BunchKaufmanSourceCorrection.lean	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanSourceCorrection	1	NumStability.Source.Higham.Chapter11.BunchKaufman.SourceCorrection
NumStability/Algorithms/Cholesky/Higham11BunchSharpGrowthBridge.lean	NumStability.Source.Higham.Chapter11.Higham11BunchSharpGrowthBridge	1	NumStability.Source.Higham.Chapter11.Bunch.SharpGrowthBridge
NumStability/Algorithms/Cholesky/Higham11BunchTraceHadamard.lean	NumStability.Source.Higham.Chapter11.Higham11BunchTraceHadamard	1	NumStability.Source.Higham.Chapter11.Bunch.TraceHadamard
NumStability/Algorithms/Cholesky/Higham11Chapter9ActualExecutorBridge.lean	NumStability.Source.Higham.Chapter11.Higham11Chapter9ActualExecutorBridge	1	NumStability.Source.Higham.CrossChapter.SymmetricIndefiniteLU.ActualExecutorBridge
NumStability/Algorithms/Cholesky/Higham11Chapter9BridgeClosure.lean	NumStability.Source.Higham.Chapter11.Higham11Chapter9BridgeClosure	1	NumStability.Source.Higham.CrossChapter.SymmetricIndefiniteLU.BridgeClosure
NumStability/Algorithms/Cholesky/Higham11RookExactTrace.lean	NumStability.Source.Higham.Chapter11.Higham11RookExactTrace	1	NumStability.Source.Higham.Chapter11.Rook.ExactTrace
NumStability/Algorithms/Cholesky/Higham11RookExecutorAdapter.lean	NumStability.Source.Higham.Chapter11.Higham11RookExecutorAdapter	1	NumStability.Source.Higham.Chapter11.Rook.ExecutorAdapter
NumStability/Algorithms/Cholesky/Higham11RookRoundedGap.lean	NumStability.Source.Higham.Chapter11.Higham11RookRoundedGap	1	NumStability.Source.Higham.Chapter11.Rook.RoundedGap
NumStability/Algorithms/Cholesky/Higham11RookSourceClosure.lean	NumStability.Source.Higham.Chapter11.Higham11RookSourceClosure	1	NumStability.Source.Higham.Chapter11.Rook.SourceClosure
NumStability/Algorithms/Cholesky/Higham11SkewActualSelector.lean	NumStability.Source.Higham.Chapter11.Higham11SkewActualSelector	1	NumStability.Source.Higham.Chapter11.Skew.ActualSelector
NumStability/Algorithms/Cholesky/Higham11SkewExactTrace.lean	NumStability.Source.Higham.Chapter11.Higham11SkewExactTrace	1	NumStability.Source.Higham.Chapter11.Skew.ExactTrace
NumStability/Algorithms/Cholesky/Higham11SkewSourceCorrection.lean	NumStability.Source.Higham.Chapter11.Higham11SkewSourceCorrection	1	NumStability.Source.Higham.Chapter11.Skew.SourceCorrection
NumStability/Algorithms/HighamChapter9Theorem914Actual.lean	NumStability.Source.Higham.Chapter09.Theorem914Actual	1	NumStability.Source.Higham.Chapter09.Theorem14.Actual
NumStability/Algorithms/HighamChapter9Theorem914DiagDominant.lean	NumStability.Source.Higham.Chapter09.Theorem914DiagDominant	1	NumStability.Source.Higham.Chapter09.Theorem14.DiagDominant
NumStability/Algorithms/HighamChapter9Theorem914Primitive.lean	NumStability.Source.Higham.Chapter09.Theorem914Primitive	1	NumStability.Source.Higham.Chapter09.Theorem14.Primitive
NumStability/Algorithms/Sylvester.lean	NumStability.Algorithms.Sylvester.Higham16	1	NumStability.Source.Higham.Chapter16.Foundations.Core
NumStability/Algorithms/Sylvester.lean	NumStability.Algorithms.Sylvester.Higham16AutoCondition	1	NumStability.Source.Higham.Chapter16.Section03.PerturbationAndConditioning.AutomaticBounds.Results.Core
NumStability/Algorithms/Sylvester.lean	NumStability.Algorithms.Sylvester.Higham16HessenbergRounded	1	NumStability.Source.Higham.Chapter16.HessenbergSchur.Rounded
NumStability/Algorithms/Sylvester.lean	NumStability.Algorithms.Sylvester.Higham16HessenbergSchur	1	NumStability.Source.Higham.Chapter16.HessenbergSchur.Results
NumStability/Algorithms/Sylvester.lean	NumStability.Algorithms.Sylvester.Higham16Minimizers	1	NumStability.Source.Higham.Chapter16.Minimizers.Results
NumStability/Algorithms/Sylvester.lean	NumStability.Algorithms.Sylvester.Higham16Problem16_2	1	NumStability.Source.Higham.Chapter16.Problem02.Results.Core
NumStability/Algorithms/Sylvester.lean	NumStability.Algorithms.Sylvester.Higham16QuasiRoundedSolve	1	NumStability.Source.Higham.Chapter16.QuasiRounded.Solve
NumStability/Algorithms/Sylvester.lean	NumStability.Algorithms.Sylvester.Higham16QuasiRoundedSylvester	1	NumStability.Source.Higham.Chapter16.QuasiRounded.Sylvester
NumStability/Algorithms/Sylvester.lean	NumStability.Algorithms.Sylvester.Higham16Spectrum	1	NumStability.Source.Higham.Chapter16.Spectrum.Results
NumStability/Algorithms/Sylvester.lean	NumStability.Algorithms.Sylvester.Higham16SpectrumMinimizers	1	NumStability.Source.Higham.Chapter16.Spectrum.Minimizers
NumStability/Algorithms/Sylvester.lean	NumStability.Algorithms.Sylvester.Higham16VecNorm	1	NumStability.Source.Higham.Chapter16.VecNorm.Results
NumStability/Algorithms/Sylvester.lean	NumStability.Algorithms.Sylvester.Higham16VecPermutationNotes	1	NumStability.Source.Higham.Chapter16.VecPermutation.Notes
NumStability/Analysis.lean	NumStability.Analysis.SylvesterSchurExistence	1	NumStability.Analysis.MatrixEquations.SylvesterExistence
NumStability/Source/Higham/Chapter09.lean	NumStability.Source.Higham.Chapter09.Theorem914Actual	1	NumStability.Source.Higham.Chapter09.Theorem14.Actual
NumStability/Source/Higham/Chapter09.lean	NumStability.Source.Higham.Chapter09.Theorem914DiagDominant	1	NumStability.Source.Higham.Chapter09.Theorem14.DiagDominant
NumStability/Source/Higham/Chapter09.lean	NumStability.Source.Higham.Chapter09.Theorem914Primitive	1	NumStability.Source.Higham.Chapter09.Theorem14.Primitive
NumStability/Source/Higham/Chapter11.lean	NumStability.Source.Higham.Chapter11.Higham11BunchActualSharpGrowthClosure	1	NumStability.Source.Higham.Chapter11.Bunch.ActualSharpGrowthClosure
NumStability/Source/Higham/Chapter11.lean	NumStability.Source.Higham.Chapter11.Higham11BunchExactTrace	1	NumStability.Source.Higham.Chapter11.Bunch.ExactTrace
NumStability/Source/Higham/Chapter11.lean	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanActualSelector	1	NumStability.Source.Higham.Chapter11.BunchKaufman.ActualSelector
NumStability/Source/Higham/Chapter11.lean	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanExactGrowth	1	NumStability.Source.Higham.Chapter11.BunchKaufman.Exact.Growth
NumStability/Source/Higham/Chapter11.lean	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanExactGrowthArithmetic	1	NumStability.Source.Higham.Chapter11.BunchKaufman.Exact.GrowthArithmetic
NumStability/Source/Higham/Chapter11.lean	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanExactTrace	1	NumStability.Source.Higham.Chapter11.BunchKaufman.Exact.Trace
NumStability/Source/Higham/Chapter11.lean	NumStability.Source.Higham.Chapter11.Higham11BunchKaufmanExplicitInverseSolve	1	NumStability.Source.Higham.Chapter11.BunchKaufman.ExplicitInverse.Solve
