path	old_import	old_occurrences	new_imports
NumStability/Algorithms.lean	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	1	NumStability.Algorithms.LinearSystems.Underdetermined.MinimumNorm.Solvers.Executor.Core
NumStability/Algorithms/LeastSquares/Higham20ZeroDeltaB.lean	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	1	NumStability.Algorithms.LinearSystems.Underdetermined.MinimumNorm.Solvers.Executor.Core
NumStability/Algorithms/LinearSystems.lean	NumStability.Algorithms.LinearSystems.Underdetermined.QR.Givens.StoredReplay.Closure	1	NumStability.Algorithms.LinearSystems.Underdetermined.QR.Givens.StoredReplay.EndToEnd.Core
NumStability/Algorithms/LinearSystems.lean	NumStability.Algorithms.LinearSystems.Underdetermined.SeminormalEquations.ForwardError.ActualOutput	1	NumStability.Algorithms.LinearSystems.Underdetermined.SeminormalEquations.ForwardError.ComputedOutput.Core
NumStability/Algorithms/LinearSystems.lean	NumStability.Algorithms.LinearSystems.Underdetermined.SeminormalEquations.HouseholderClosure.Closure	1	NumStability.Algorithms.LinearSystems.Underdetermined.SeminormalEquations.Householder.EndToEnd
NumStability/Algorithms/LinearSystems.lean	NumStability.Algorithms.LinearSystems.Underdetermined.SeminormalEquations.HouseholderClosure.Uniform	1	NumStability.Algorithms.LinearSystems.Underdetermined.SeminormalEquations.Householder.Uniform
NumStability/Algorithms/LinearSystems/Underdetermined/SeminormalEquations/QRTransfer/EnvelopeTransfer.lean	NumStability.Algorithms.LinearSystems.Underdetermined.SeminormalEquations.ForwardError.ActualOutput	1	NumStability.Algorithms.LinearSystems.Underdetermined.SeminormalEquations.ForwardError.ComputedOutput.Core
NumStability/Source/Higham/Chapter20/Theorem03/ZeroDeltaB.lean	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	1	NumStability.Algorithms.LinearSystems.Underdetermined.MinimumNorm.Solvers.Executor.Core
NumStability/Source/Higham/Chapter21.lean	NumStability.Source.Higham.Chapter21.Corrections.Problem19_12.RoundedReplay	1	NumStability.Source.Higham.Chapter21.Corrections.CorrectedMGS.RoundedReplay
NumStability/Source/Higham/Chapter21/Equation10/Closure.lean	NumStability.Algorithms.LinearSystems.Underdetermined.QR.Givens.StoredReplay.Closure	1	NumStability.Algorithms.LinearSystems.Underdetermined.QR.Givens.StoredReplay.EndToEnd.Core
NumStability/Source/Higham/Chapter21/Equation11/ActualOutput.lean	NumStability.Algorithms.LinearSystems.Underdetermined.SeminormalEquations.ForwardError.ActualOutput	1	NumStability.Algorithms.LinearSystems.Underdetermined.SeminormalEquations.ForwardError.ComputedOutput.Core
NumStability/Source/Higham/Chapter21/Equation11/Closure.lean	NumStability.Algorithms.LinearSystems.Underdetermined.SeminormalEquations.ForwardError.ActualOutput	1	NumStability.Algorithms.LinearSystems.Underdetermined.SeminormalEquations.ForwardError.ComputedOutput.Core
NumStability/Source/Higham/Chapter21/Equation11/Closure.lean	NumStability.Algorithms.LinearSystems.Underdetermined.SeminormalEquations.HouseholderClosure.Closure	1	NumStability.Algorithms.LinearSystems.Underdetermined.SeminormalEquations.Householder.EndToEnd
NumStability/Source/Higham/Chapter21/RowScalingInvariance.lean	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	1	NumStability.Algorithms.LinearSystems.Underdetermined.MinimumNorm.Solvers.Executor.Core
NumStability/Source/Higham/Chapter21/Theorem03/Attainment.lean	NumStability.Algorithms.Underdetermined.UnderdeterminedSolve	1	NumStability.Algorithms.LinearSystems.Underdetermined.MinimumNorm.Solvers.Executor.Core
NumStability/Source/Higham/Chapter21/Theorem04/GivensQMethod/Closure.lean	NumStability.Algorithms.LinearSystems.Underdetermined.QR.Givens.StoredReplay.Closure	1	NumStability.Algorithms.LinearSystems.Underdetermined.QR.Givens.StoredReplay.EndToEnd.Core
NumStability/Source/Higham/Chapter21/Theorem04/ModifiedGramSchmidtQMethod/RoundedReplay.lean	NumStability.Source.Higham.Chapter21.Corrections.Problem19_12.RoundedReplay	1	NumStability.Source.Higham.Chapter21.Corrections.CorrectedMGS.RoundedReplay
